X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
0.3652	-1.0444	-1.2016	-1.4884	1.5223	-0.3277	-0.6266	0.5426	-0.2846	1.7371	2.2079	-1.3155	-0.9354	1.0615	0.0295	1.1152	1.7504	2.3537	-4.9551	-1.4778	-0.1186	-1.5853	-4.0561	-2.1327	-1.2478	-1.5037	-4.0825	-0.2396	-1.8792	-3.3235	-4.2899	-3.2375	-3.5319	0.7898	-7.5697	-5.0801	1.2604	4.9948	-3.9084	0.1189	5.9314	0.5046	3.8903	3.6038	0.8408	1.3365	-10.7807	7.7194	4.4238	3.3511
3.9943	1.3746	-0.1924	2.1358	0.7348	-1.6741	-0.9693	1.8394	1.4257	-1.2896	-1.4372	3.1371	3.9098	-0.7771	0.5070	-2.5706	-3.1335	7.3102	2.9531	4.0769	-2.8293	-1.7664	2.6173	0.6082	0.0508	1.1326	3.3507	-0.1053	4.3797	11.5844	6.6517	-7.6035	5.6661	-6.5295	10.3611	4.2672	0.4914	1.1288	-0.5346	-0.0275	2.8217	7.1668	-8.9590	-7.5635	-7.5391	4.5470	-3.8419	-7.5223	-1.8737	-2.2678
-2.1250	0.6346	1.6780	2.0106	-1.9107	-0.8845	-0.4899	0.3455	1.5546	-1.6378	-0.9493	3.0399	1.1087	0.1592	-1.5757	-0.5377	-1.8723	0.1602	2.0107	1.0748	1.5682	0.5001	1.2254	0.9264	-0.2626	1.2132	1.0930	2.8165	4.4517	7.0315	3.8432	-1.2332	10.3961	-4.9661	17.9137	10.1265	-6.8038	1.0818	-2.5371	1.9277	3.7787	-4.7911	-5.0745	-0.9913	-3.8930	-0.1918	7.1181	-27.5990	-3.9553	-17.4337
-3.0712	-2.1992	0.0980	1.2446	-0.0853	-0.8196	-1.5106	-1.8786	-0.3934	-1.9298	1.0029	-2.9936	-0.1944	-0.4810	-1.1384	-0.3479	2.4089	-0.8801	0.4697	-0.6833	0.5622	-1.2612	-2.2609	1.1151	-0.1270	0.0943	2.1708	-1.3239	-4.3220	-4.2607	0.0926	1.4304	3.1303	9.3136	6.2151	3.8481	-1.8444	1.6545	-1.0454	0.3929	0.4238	4.7025	4.2304	3.5668	-1.2545	0.2889	8.0448	-7.2852	-3.4629	-4.3377
-3.6977	-1.2336	0.2189	-0.3754	-0.0742	2.9822	2.2351	-3.7713	-2.0021	0.4788	-2.4520	-1.0458	4.7824	-1.5299	-0.3975	-0.0049	-3.4631	-8.6160	2.9905	5.9299	3.6162	1.7184	7.0235	0.1639	-0.3585	-2.3363	2.3470	-0.9107	-1.8807	4.6411	1.3934	7.3984	-0.1958	-2.5563	-2.0187	7.6614	-3.6443	-13.2996	5.8835	0.6432	-4.7345	-3.5666	-4.2917	2.1811	3.2545	-2.5450	6.7810	-2.9741	-3.4830	-1.5914
1.1277	1.6402	-2.0530	0.3546	3.1802	0.9858	0.5853	-0.5249	0.6960	-2.3067	2.2343	-3.0603	-0.4610	-1.8235	4.2157	1.0107	4.7903	-3.1603	-5.2602	-2.8154	-2.0078	0.0738	-6.3507	5.9215	0.9542	4.5733	-7.9673	-0.0906	-2.0639	0.4997	3.0332	9.2467	2.5119	8.7629	5.0155	0.3746	6.9673	7.1996	-8.2363	-7.8004	-19.0997	1.4051	-0.6291	-24.5879	14.7550	2.8252	2.5892	18.2838	-4.2638	4.6667
-1.3184	0.1526	-1.6003	1.1071	1.0214	-0.1375	1.5088	2.1479	-1.9601	-0.8220	-1.8835	3.2044	1.8398	-0.5613	-1.2138	1.8391	-0.1695	-2.8567	0.2646	3.8804	1.5410	0.8710	2.6280	-2.5302	-0.1928	-1.9004	0.3068	-0.3651	5.3436	5.7761	-0.2613	3.6530	-1.1235	-10.2612	-1.6020	-2.3643	-7.7763	2.0704	5.0263	2.9764	3.4442	-1.9174	-4.2779	3.5364	3.2119	-1.2160	-6.6089	-2.2270	4.5618	-4.0566
1.2617	2.6580	2.4176	0.6380	-2.4692	1.2942	0.7553	-1.8639	-0.6351	-1.8251	1.3310	0.0088	-0.6201	0.1974	-1.2212	-0.8868	1.2386	-1.3333	2.2749	-0.6961	-0.5170	1.1611	-2.2626	1.2909	-0.7394	0.6376	2.6299	-1.6862	0.9833	3.9412	6.0248	1.7174	3.7388	-3.9532	7.3497	2.0038	1.3411	5.5524	1.3032	-1.2119	-8.1260	2.5295	-0.3874	-5.3831	1.6001	2.6656	2.6452	-3.4039	-3.0741	-4.3113
-0.6172	-2.3027	-0.2576	0.3208	0.5437	2.0584	1.4277	-1.4730	-1.4706	0.1460	-0.8493	-2.1747	1.7819	1.1542	1.0277	-1.3492	-0.6857	-2.9345	2.1964	2.8292	-3.0981	0.4781	1.1269	1.0038	-1.3087	0.0048	-3.4565	-2.9153	-3.0572	-1.1256	-3.1954	-0.0466	-4.2356	2.5516	-5.4840	1.3098	2.4503	-4.2780	0.3643	2.9416	1.1405	0.3199	2.3686	4.0346	-2.3686	3.1770	4.6231	6.7541	0.0804	6.8337
-2.8979	-1.3077	0.6059	0.6754	-0.0748	1.5552	1.3216	-1.7772	2.0083	-3.4612	0.1889	-0.9311	-0.7150	1.5051	0.6450	-1.6949	-0.0557	-6.6258	-0.5665	-1.1170	5.6878	0.7026	-1.1342	1.2496	0.2496	-0.0814	1.5370	-1.8280	-2.0127	-3.5345	-1.3418	7.0607	3.7254	1.6267	9.4473	3.6111	-1.5692	1.4207	-1.3323	2.0576	-2.2645	-6.0018	2.4405	0.8331	-2.0824	-3.8084	3.8373	-16.1423	-4.1640	-10.8301
0.7688	1.7351	-0.6296	0.2594	1.6897	-0.0255	-1.1283	3.1927	0.3310	-1.8144	-0.2337	2.9258	-1.6434	-0.9573	0.3530	1.5859	-1.4122	4.9885	-6.6435	-0.0909	-4.1152	0.1801	3.0435	0.8660	0.3521	2.4322	-4.8934	2.5271	4.9873	4.0252	-0.5380	-4.0677	0.6528	-7.5678	3.6989	1.5438	-5.8892	-3.0400	2.2991	-9.3389	8.6949	-1.6044	-4.3438	6.7366	-5.4082	3.1231	-0.2827	-3.6028	0.1352	-5.6812
-2.8803	-1.2726	1.1170	1.1754	-0.5254	-0.8549	-2.0925	2.8822	1.8671	-0.4892	0.5100	0.0154	0.7128	-1.3595	0.5740	0.7340	3.0423	6.5379	3.4042	-0.1925	4.9362	-0.7603	-1.6702	-0.5137	-0.9127	0.4880	3.4914	-1.4190	-0.7387	-2.2969	2.8194	-6.2173	7.3557	1.4584	11.4171	6.3111	-4.5068	4.6189	-5.9045	2.2158	8.3920	-0.7866	3.9935	7.9667	0.0764	-5.9145	7.1982	-26.8569	-0.3495	-13.6776
-0.1869	-2.2968	-2.0467	-0.6386	1.3261	-0.8064	-2.3686	0.1733	-0.6975	-0.1151	-2.0436	2.8396	-1.9938	-0.7535	1.1452	0.6543	-3.1461	1.0919	-4.0161	-1.8623	-0.7492	-0.2890	3.7060	2.6481	0.9142	0.8767	0.8286	2.0353	4.1489	-1.7461	-4.8577	0.3410	-5.6299	1.0560	-7.9753	-5.5047	-0.0217	-2.9303	-0.9771	-2.5803	4.4267	1.4496	-2.1986	4.9614	-0.1981	0.7256	-6.2569	6.7241	-6.5757	10.7797
-4.3956	0.3357	-2.3809	-1.1977	4.9611	-0.2467	-0.8546	0.1797	-1.7534	1.4140	-1.8893	1.4365	-0.7063	-0.0770	2.3562	-0.6265	-2.5178	-0.4686	-6.2089	-1.7860	4.4652	1.3675	4.0242	2.3209	0.9363	1.8227	-4.6149	-1.0881	1.4882	-0.1059	-3.9431	1.6756	-1.5250	2.3028	-4.6993	1.3297	-7.0733	-6.0711	3.4493	-7.2584	8.1903	-7.6199	-1.7497	12.8560	-1.1715	-4.9540	1.3510	-6.9805	1.3737	1.2975
-2.4514	0.3314	-0.1042	0.5666	0.0439	1.8732	1.4101	0.9236	0.4016	-0.4683	0.4193	-0.8234	-1.2663	-1.2908	0.8298	-1.2894	0.0565	0.0541	-1.9745	-2.9571	1.1576	-1.6427	-1.2470	0.9259	-0.0456	-0.3159	-0.9277	0.1468	-1.2968	-2.9527	-2.1517	-0.1917	1.2381	2.9319	2.2482	2.0233	-0.0451	1.0600	-0.6174	1.8127	2.8322	-0.8080	3.6339	6.2871	-2.3840	-0.6157	4.5080	-4.7847	-0.9533	-1.0661
-2.6882	1.0512	0.0783	-2.3049	-1.8203	-0.7039	-1.7650	0.9349	-1.4437	1.7215	0.6255	-4.5408	2.1426	-0.1802	0.2768	1.1785	0.3662	2.7391	5.4069	0.9684	-0.1918	-1.9786	-1.4746	2.2553	-1.6687	1.9097	6.8108	-1.3356	-5.8792	-2.2508	-2.9550	0.1849	-0.2735	13.8748	-2.6294	2.2397	4.4460	-6.5868	2.2430	5.2594	-1.7550	6.8202	5.8100	7.5131	8.0798	-0.1554	6.1984	2.7946	-7.8071	5.0691
0.7553	1.9087	-2.5161	-0.3997	2.9090	0.7921	0.2967	0.8575	0.7297	2.3192	-1.5727	5.6981	-1.5373	-2.2584	2.7002	2.2514	-0.0751	-0.6714	-3.6985	-1.8608	-1.6826	0.2788	4.1829	2.0153	0.7631	2.2263	-2.3317	2.9470	5.8534	2.2679	0.8742	3.9904	-1.1758	-6.4319	-3.7616	-3.1714	-1.7518	1.7727	-0.8889	-3.2864	-2.4995	0.9150	-2.4923	-4.3215	4.3504	1.2494	-4.4754	8.5253	1.3720	4.6899
1.0113	-0.5416	0.1578	0.6653	0.0232	1.6350	3.8949	1.8271	0.8577	0.5530	0.4053	3.8960	-2.5302	-0.9404	0.6941	-0.3586	-1.4896	-4.1049	-2.7300	-3.6178	1.1871	0.7844	-0.1857	0.3385	-0.2243	2.3317	1.9958	3.2365	6.1297	-0.1954	-0.7208	4.5643	-1.8575	-9.6228	-2.3228	-7.5883	0.6633	4.7899	-1.7881	-3.6492	-7.6038	1.0621	-2.1396	-9.9300	2.0780	-2.0892	-12.1614	8.2283	-0.5995	2.8875
-1.6887	0.5798	0.7089	0.7267	-0.3010	0.9964	1.0306	2.4232	-0.7210	-0.7921	-1.1836	2.2725	1.9244	2.1266	0.5695	-1.8595	1.0005	1.9090	3.8501	1.9117	0.1010	-0.0506	1.2596	1.1458	0.5070	0.7387	0.0933	3.9030	3.2622	4.1245	-0.3792	-2.2015	0.8783	-3.7241	2.0540	-1.4329	-2.8348	4.1959	-0.1896	-2.4533	5.5096	-4.5411	-2.5761	5.5262	-5.2290	-0.3919	-3.7444	-7.5938	-2.9672	-8.6971
