X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70
-0.4999	1.4545	1.8710	0.8824	-0.2413	0.4245	4.4065	2.1539	3.4337	0.5995	2.0170	0.7855	-1.1079	2.3257	2.3928	2.8138	0.0688	-4.9029	0.0997	-3.1285	-4.6929	0.5403	6.1137	-0.7301	-1.9884	2.3039	-5.6023	0.3307	0.2873	-7.5760	-1.2426	2.8352	-1.1507	3.7451	3.9103	1.9450	-2.6236	0.1082	2.7134	1.8694	-1.2735	0.4351	3.9624	3.1620	-1.6404	0.6021	-1.4591	0.1661	-3.7993	-3.2612	3.2759	-2.8989	-4.2744	1.8122	-0.4832	1.7160	-2.3149	-6.0592	-0.8540	-2.8740	3.1583	-7.0019	8.1299	3.3029	1.2924	-2.2501	14.5073	0.4593	1.4952	-6.9994
2.8387	0.8283	1.9914	-1.2176	-1.1265	0.9986	-1.1846	0.9535	1.9345	-0.1420	1.8776	1.1639	-2.7608	-1.2251	-0.6397	3.4384	6.1364	4.6980	1.0865	2.7324	-4.5228	1.3286	2.4244	-0.3135	-1.0357	0.7594	-6.4123	2.5256	0.2973	-3.9393	0.4629	1.6370	0.2067	-0.0122	0.5785	0.8846	-7.9565	0.3132	1.2891	1.1960	-2.9445	4.3427	1.2665	-1.1370	0.6485	1.4389	-1.2563	3.2845	-4.9758	-10.5581	10.9180	-1.1735	-9.0844	-2.3259	-0.6429	3.8781	-11.2229	-5.3848	2.4596	5.2030	-0.8757	0.8658	6.7909	-5.3079	-6.1627	-2.0817	-16.4770	2.3047	-0.8494	-6.7342
-0.6269	0.5731	-1.6285	1.1786	-0.6872	0.0166	1.2977	3.2472	5.8970	1.6348	0.6876	-2.3081	0.3516	0.4884	0.1737	2.3499	-0.4775	-1.6998	-4.7917	-3.9452	-2.6201	-6.5034	3.2789	-1.9690	0.7070	0.1202	-2.2048	-1.1956	-7.7955	-2.2186	-2.1450	-2.0122	1.1500	1.6726	3.9582	2.2387	0.4948	0.1047	2.5907	0.7353	0.7113	1.8303	0.3578	3.8691	0.5724	-3.0479	3.9477	-6.2579	-6.9501	1.2934	-1.7228	-0.2689	4.1830	2.2720	1.9789	-9.1410	3.1598	-0.0485	0.8863	0.0324	1.1393	-2.6437	7.5178	5.8044	1.7634	-1.4680	10.4761	-0.2890	0.7169	-3.0987
0.8405	-0.2528	-1.6573	-0.0607	1.8600	1.0180	0.9910	0.8420	1.8453	-0.3063	-0.6317	-0.8081	1.8826	-1.4003	-1.9554	1.1867	-1.8186	-2.0957	-1.1455	-2.4245	-0.4215	0.5112	1.0698	-2.1020	1.3509	-1.2479	0.1047	0.5455	-5.3484	-4.6263	2.9825	3.0752	0.3815	-1.2994	1.9426	0.1570	3.2458	1.1231	-2.7879	-2.1922	-0.8572	-0.4440	-0.6592	-3.9044	2.0960	1.2486	-0.3259	1.1984	3.7647	3.8952	-6.6826	-1.0579	-0.9570	-1.3685	0.1589	2.2213	0.5546	0.4127	1.5354	4.9928	-0.1784	-1.6366	-2.6203	0.8742	7.6892	-0.0475	5.0154	-6.8632	-2.8687	-5.4712
0.4406	0.5638	-0.6175	2.7731	0.4768	-0.6514	-2.9867	1.0422	2.7582	0.2226	0.1115	4.6071	-2.2016	-3.4363	2.5025	1.4800	0.8956	-5.9664	-1.6056	-0.6030	-3.9241	-2.3319	2.5029	0.4281	1.1755	0.7481	-9.7400	1.7070	-2.4922	-2.4997	-2.5488	-1.7305	-1.0506	-2.2743	2.7317	2.8724	5.0084	0.2113	4.1720	1.9031	-0.0925	-1.5025	-2.5425	5.0552	1.7121	-5.5299	-0.1026	-1.2339	-2.7226	8.2800	-7.1540	-1.5184	9.4827	7.2119	-1.0506	-2.0816	4.5302	-5.0675	-0.5680	-7.5151	0.3446	-6.0481	-2.7148	3.2830	5.7888	-1.0527	25.2386	2.8961	-2.6031	2.4124
0.8527	1.2988	-1.7204	-0.0542	1.0685	-1.9745	-0.5117	1.6319	0.5099	2.0447	0.1060	2.2195	1.9928	1.2442	3.6251	0.5056	0.7151	-1.3030	0.9848	-1.1715	0.4125	-3.9219	0.5391	0.6581	-5.5392	-0.8870	1.4481	0.5872	1.3080	0.0613	-3.8618	2.2575	0.5480	-1.4979	-0.0687	-0.9900	0.7612	-0.6306	5.5354	-3.2276	-2.3292	-0.4728	-0.2488	7.4862	1.5545	-6.5132	0.5246	-1.8501	-2.9006	-0.7816	1.4947	-2.3448	9.0511	7.8196	2.6515	-4.0969	8.3842	7.2515	1.5178	-6.1894	0.9479	-6.1624	2.4657	16.1615	2.1329	-0.0221	25.9780	5.2261	2.1185	1.8867
0.8766	-1.5879	1.9150	-1.8599	2.7033	0.8068	0.8144	1.7681	0.6284	1.5822	0.3788	3.4923	-0.7479	0.2480	-2.5788	1.0517	-3.3060	-1.7789	-1.2991	-1.3193	3.4859	0.2371	1.9229	-2.5480	-1.5535	0.4009	4.1586	0.9292	0.5597	-6.5393	4.3373	-3.7458	-0.8943	-0.5798	6.7851	-0.4467	-0.3922	2.8224	1.9349	-0.6275	-2.6571	-0.8508	-3.1669	2.7805	6.2090	-3.6818	-1.2068	-3.2917	1.6876	-0.8115	-0.5097	-3.9968	1.7783	2.8563	2.4543	-6.6672	-3.5499	6.6972	-2.7102	-10.5778	-0.7651	0.4269	7.3573	6.8185	3.5495	-0.7717	20.6184	-5.3438	-5.6695	-0.1968
-1.4807	0.4247	-0.8508	1.5208	-1.5357	0.5875	-0.6391	-1.9974	-1.8513	1.7794	-1.5935	2.9399	-0.1783	0.2923	-0.2274	-0.6860	1.4213	-0.6565	0.8571	-1.9904	1.4290	2.4064	-1.7493	1.8361	-3.0736	-1.7226	2.1671	-0.0040	1.9676	1.7043	0.8388	0.9323	0.1373	-0.9373	-0.8115	2.4140	0.4333	2.5584	0.3755	3.6634	-1.3090	-3.5028	-3.6427	2.7724	3.9756	-3.0684	1.4548	1.8535	-0.5354	2.2316	1.4777	3.3559	4.1475	3.2496	2.2648	4.8309	-1.8038	-8.3503	-3.1925	-6.9743	-1.4363	-0.7397	-2.4443	-3.1045	-3.3837	-0.7221	5.5847	-3.7490	1.6971	3.1057
-0.6955	-1.2606	-0.5839	-1.2970	0.6731	-0.6998	2.6920	-0.1357	0.3334	-1.2615	-0.6877	1.6451	0.5280	1.7547	0.5489	0.9009	-3.0463	1.7884	1.2890	1.8158	2.5505	0.1169	2.9682	2.2591	2.1360	0.4074	-0.0751	-2.4696	2.8230	-4.1537	1.1724	-0.6236	-1.8627	2.1486	1.7511	-2.8527	-4.7607	0.0518	-2.8315	0.5189	-2.9304	0.4183	2.2725	-3.0514	1.7336	-3.2833	-0.4949	1.4225	0.1682	-6.6219	5.8078	1.9122	-3.3644	-3.6690	-2.1450	-0.2967	-0.1820	4.9812	2.3170	-2.9168	0.3156	2.4254	5.5383	-5.3456	-1.9653	-0.1873	-2.1749	-0.1379	-2.1182	-0.4805
-2.4845	0.3761	2.0231	-0.3612	-2.9372	-1.3843	1.5157	2.4875	4.4949	-0.7316	0.0198	0.2188	-3.1563	0.0529	0.3878	-1.2600	1.8985	5.1091	-2.0919	-0.7437	1.4326	-5.7355	-2.5354	3.9724	2.3973	0.3703	1.8502	-0.6495	2.1165	6.7822	-1.9027	1.8275	-0.0371	-0.8701	-5.1346	-1.1967	-4.7065	-1.0346	0.3298	7.1446	-1.9785	0.5077	1.5419	2.5818	-1.2618	0.1530	0.7290	-4.2041	-0.0775	-4.4632	7.6237	-0.1032	-3.3621	3.3604	-0.1857	-6.5688	-5.9116	5.7308	-3.7136	-4.3637	0.0575	1.2005	8.5797	-3.8020	-13.8876	0.5995	-8.2463	0.9960	-1.3868	4.4633
-0.7242	-0.2868	0.6108	-0.1032	1.8858	-1.4402	-2.2435	0.1621	-0.1944	-1.1915	1.1000	-1.1070	-2.7036	0.1259	-0.5083	-1.0090	2.7637	-1.7625	1.2562	0.3539	0.1075	0.1520	-1.0490	1.9012	3.4068	-0.8110	0.6006	-1.6091	0.2684	-0.7647	2.3461	0.4023	-0.0301	-1.4040	-3.0502	-2.1586	1.7010	-0.7089	-2.8251	3.9487	1.2941	0.5088	-0.1666	-5.2156	-0.8155	1.5772	1.3603	0.3079	-0.6852	2.6953	-3.7444	-3.3781	2.1176	-6.1287	-1.5362	1.0721	-3.6583	4.6870	-1.0860	1.5013	0.2470	-6.2555	-5.2434	-13.6261	1.1088	-1.6890	2.0164	-4.1938	0.7738	-4.9867
-1.1863	2.2622	-0.9328	-1.8108	2.8304	-0.1408	2.7959	4.6795	5.8129	1.8817	0.9813	-1.2809	-1.0544	-1.8429	0.4111	1.0617	-1.2094	-1.3593	1.1756	0.9165	0.4113	0.1953	1.6094	1.5591	-3.1091	-2.1511	1.4154	2.6675	6.6984	-4.7659	-1.1233	1.6111	-0.4812	-1.8351	5.4599	2.6965	-0.3816	2.2216	1.8482	4.1227	-1.1666	-0.3498	-4.8252	3.7244	5.5466	-2.6530	-0.5457	-0.0089	-3.6965	2.8332	-1.7273	1.1626	5.0180	2.6028	1.5743	1.3702	-2.3199	-6.7766	-1.6081	-3.1797	0.3657	0.4549	3.6278	1.1000	1.2810	0.2080	4.1339	2.3065	2.1718	1.8120
-1.7985	-0.8209	-1.3153	-0.2462	0.0890	1.0767	-0.7235	-0.2847	-0.2480	-2.7596	1.2101	0.6737	-1.7063	0.4932	0.1231	2.7272	2.9658	-2.1644	1.5619	-3.9474	-2.0611	2.6709	5.4510	6.7357	1.3877	1.5690	-4.0193	-2.2414	8.1932	-5.6906	0.3467	2.5618	-0.3099	-2.1783	7.1513	-0.7467	-0.7869	1.9429	-5.0307	3.6303	2.1505	-0.4262	0.9843	-2.1464	2.1547	-3.4803	0.0962	1.8029	-4.2608	-3.4716	1.4442	-2.9160	1.9681	-0.3306	-4.2612	1.5890	4.9618	-7.3835	1.7255	-1.2536	-1.0851	-3.3367	-0.3479	-8.4231	3.2033	-2.3919	8.5961	-4.0078	-0.7202	-7.1765
1.6086	-0.6981	0.0754	-0.2980	-2.2199	-1.4476	-1.4388	1.2115	0.3101	-1.5299	0.6252	-1.5698	2.1429	-0.7527	-2.5190	-0.6545	2.2882	1.9702	-1.4897	-2.9647	2.3336	-4.5194	-0.8591	-0.3018	1.1514	-0.1524	0.7614	0.7087	-4.6514	3.0030	0.9806	-1.3829	-1.0999	-1.6142	-3.7755	0.6942	-1.4441	-0.0900	-0.0064	-5.8838	0.0357	1.3698	2.7116	0.7796	-0.6805	3.4891	-1.8298	-0.1125	-0.9145	0.6242	1.8284	-6.7438	-4.9380	1.6171	-0.7371	-3.7522	1.2693	3.9610	2.1992	10.1871	1.6800	-2.4195	1.7606	9.1442	-5.7864	-2.7763	-4.5045	-2.6858	-1.7231	-0.5112
1.0012	-1.0060	-0.8503	0.3508	-1.5641	1.6934	1.7087	-0.0102	-0.6403	2.1409	0.5005	1.2138	-1.5140	-0.2775	0.4135	0.8575	2.2704	1.7008	0.1122	1.7562	-0.7306	2.0861	1.6414	-1.7137	-1.0555	2.6570	-4.2943	-0.7237	-0.1161	-0.1541	-1.4768	-0.5587	-0.6643	1.6245	0.9850	-3.0097	-4.4778	1.0465	1.4581	-3.3498	1.3879	-2.2430	5.8429	1.7889	2.3522	-4.4942	-0.6741	0.8224	-0.1061	-4.5906	9.0871	2.5473	0.3060	-0.1494	1.6234	-1.2952	-6.7189	0.4960	0.3453	-1.9154	1.5423	2.3153	9.9531	5.0150	-6.6043	0.0459	-9.4427	4.1201	-0.0493	-0.3988
0.4847	-0.4972	-2.4423	0.3502	-0.1508	1.3745	0.9790	-2.4039	-4.1027	-0.3749	-0.4557	-3.7703	-2.7161	0.6381	3.2017	0.4988	0.7106	1.1017	4.1565	2.8822	0.5479	5.1090	1.3079	-0.6469	-0.6897	-1.9292	-1.0570	0.2114	3.1477	-0.9512	-4.6785	1.6459	0.0482	-2.8850	-0.5342	-2.0978	-6.2061	-1.9028	5.6050	4.3350	-2.2482	0.3629	-3.2601	7.1175	-1.6246	-3.5889	0.2580	5.7175	-2.9713	-9.5109	7.1203	-1.3325	-2.9002	9.2657	0.6248	9.3304	-1.9282	-10.3268	-4.0286	-8.5124	-2.2682	-3.2209	-0.4581	-0.7895	-6.6165	-0.3826	3.8510	9.7433	-1.9646	11.0894
-0.7366	0.3076	1.7859	-0.1886	-0.2068	-2.4500	0.6482	1.3037	0.9082	-2.9618	1.1304	-1.6053	-1.2935	1.9874	0.9042	-0.7971	3.2393	0.4929	1.1660	-2.7086	0.7717	-0.8168	-0.9258	0.4172	3.6167	0.6614	2.3619	1.7266	0.9253	5.7111	-2.9171	-1.9135	0.1430	-1.3532	-5.2431	3.1404	0.3833	-0.0142	-0.7432	0.8172	0.9004	-1.2178	1.4492	-0.2491	-0.4123	-2.2494	-1.0307	1.0087	-2.2827	-0.9402	-1.7984	1.2773	3.7718	0.2517	-0.6907	0.6010	7.4357	-3.5995	-2.9751	-9.7752	-0.2446	2.7400	-4.0513	-1.9108	-3.6251	-1.1887	5.0823	1.3931	1.2456	5.0238
3.0693	0.6701	0.5660	-0.4903	-1.1788	-0.0825	-1.7806	-2.9812	-6.6266	0.8479	4.7546	1.4926	-4.8876	0.8821	-1.6646	7.1063	1.8735	0.8386	2.3128	1.9338	-3.9688	2.9134	6.8598	-5.3452	-2.9658	0.4984	-2.5123	1.6249	5.8692	-7.8195	1.4278	0.4247	-0.0832	0.0036	7.2183	1.8064	-7.6940	0.1532	0.7501	4.0497	0.1719	1.1423	1.4352	-4.2598	-0.4653	4.0154	-1.0572	3.7752	-6.4215	-9.9261	13.0309	-0.1287	-12.8096	-5.3378	2.2059	2.8671	-14.4251	-10.5858	5.4000	10.9849	1.1813	3.1244	5.6499	-20.0805	-1.6967	-4.9033	-23.5690	2.7215	0.3086	-3.9398
1.3547	0.1345	3.6864	0.1216	-1.0864	-0.6091	2.1160	-0.5531	-1.1507	-0.1266	-3.4449	1.1598	3.9563	0.1887	2.0140	-4.7040	-2.5110	2.7803	0.0706	-0.3157	3.5751	-3.7942	-6.6161	-3.1966	-0.2918	0.7763	3.8558	-3.3275	5.3246	9.2536	-0.9052	-1.4393	2.1732	0.3432	-8.1644	-0.4379	1.5181	0.2082	-0.1843	-10.1506	0.7711	0.3510	0.4631	-2.5687	-1.4694	-2.0188	-1.6507	0.6924	4.3498	3.1326	-0.2577	2.6893	3.9042	-5.5113	-1.0127	-0.2249	4.0994	2.3254	1.2785	-7.7452	-1.0882	-2.0003	1.8668	9.6613	-5.6145	4.1150	3.7075	2.5385	-1.1982	-3.6981
-1.1141	0.5040	1.8153	0.7324	0.2052	0.0449	0.9674	-0.1940	-0.5353	-2.0072	-1.0305	0.7274	-1.3452	-0.9056	1.0961	-2.1412	-2.4618	-0.6644	2.1831	4.2961	0.8321	3.1520	-0.4303	1.1066	-0.2829	-1.1560	-1.1091	-1.7147	2.0896	2.8551	-3.8471	-1.0138	0.5888	3.3809	-0.5712	-3.3552	0.9084	-2.5903	0.4800	5.4781	-1.6457	-2.0153	-2.9536	1.6693	-4.5696	3.2875	3.4686	2.9096	2.1299	-1.0729	-0.8274	1.3697	-2.4889	1.4885	-2.4654	1.2461	7.2651	-1.0218	-1.8564	-1.7889	-1.6166	-2.9035	-6.8644	1.1145	-2.5438	1.3799	1.4727	8.2563	1.1940	10.6532
-2.0732	-0.5924	-0.0121	1.5639	-2.4293	-1.2893	-0.3359	-2.4141	-4.3699	1.8586	1.9858	-4.2884	-3.3298	1.4909	0.2645	3.3113	0.1380	-1.3303	0.7474	1.8570	-2.5673	-1.9540	5.0780	3.5351	-3.9800	2.4824	-0.5480	-5.4027	1.3584	-3.3467	0.7009	1.1288	-1.4720	2.4124	2.6450	-5.3383	-2.6048	1.6861	-4.1229	5.5893	0.8971	-1.5988	4.0208	-1.0770	5.8465	-5.5209	-0.9402	-0.2862	-3.3847	-4.9833	2.5946	1.7715	4.6614	0.5901	1.0477	-0.6382	-5.1746	3.2298	-0.6926	-8.8175	2.5416	2.6413	2.6763	-9.1403	1.9043	-3.4421	12.0579	0.4286	-1.2687	3.7773
0.2777	0.5516	-0.1455	1.0824	-1.9161	1.5786	-0.6213	-3.2588	-2.2832	1.6302	0.2014	-2.3657	0.7727	-1.2127	1.1120	-0.6329	-1.5984	-0.0354	-0.6789	-1.6790	-2.0595	2.8391	-1.1034	0.1034	-0.8046	0.7748	-2.7944	2.0688	-1.1338	1.7077	1.1483	1.4679	2.1967	0.9911	-2.8134	4.1682	1.0798	-1.2788	1.7655	-1.2848	-0.8930	-0.0310	0.8904	2.7871	-1.3941	-1.2204	-0.7652	0.9371	2.5013	2.2216	-1.2722	-1.4023	2.5371	2.8191	3.0656	3.2590	-3.2633	-12.0953	2.5361	2.7990	1.2175	-3.8188	-3.9805	0.6395	2.5371	0.0463	3.3543	-3.5364	-2.0332	5.6230
2.2280	-0.1078	-2.5463	3.0072	-0.2495	-0.7048	1.1445	0.3829	0.9391	-0.6913	-0.9227	1.3904	-0.4422	0.0578	0.9315	-3.6096	-0.4127	-3.6479	-0.1387	2.2170	-2.2808	-1.6216	-5.2718	-1.3548	2.5985	0.2701	-3.2860	2.2897	-3.9355	5.5722	-2.3933	1.6625	0.5767	1.3246	-2.3286	-2.1486	10.7591	-2.8808	-0.9528	-2.3348	3.6908	-0.3857	-1.3103	-2.3090	-2.5458	1.1187	1.3018	-1.9372	1.5534	14.0674	-13.7310	-3.1532	11.6753	-4.7608	-0.6524	-5.3139	10.4018	4.2093	2.6063	8.9165	1.2624	-10.6063	-11.4303	1.9764	12.0718	2.2619	15.5681	5.8355	3.0024	-5.6871
1.4950	1.0920	0.0198	-3.1228	1.4274	-2.7784	2.7444	0.1222	2.5134	0.5445	1.6769	0.3436	-1.4407	1.2271	-0.3288	3.4687	4.1196	0.2061	-0.2334	-0.9581	1.5151	-5.0813	6.5497	-3.3531	-0.8189	0.2846	1.6572	-1.5001	-1.2491	-12.6689	0.7403	2.0064	0.2841	2.2379	10.8150	-0.9888	-6.8869	2.1314	-3.1833	-1.3346	-1.7527	-2.6321	0.8671	-6.2333	2.7890	-1.1798	0.3771	0.0630	-3.4173	-10.5486	7.4776	-0.8148	-4.3983	-6.7317	-0.1642	0.1580	-6.4571	8.5391	3.3250	1.5904	-1.2812	5.6263	9.5239	-6.6909	-0.6245	-2.9130	-8.8899	-2.4469	0.4082	-15.7515
-0.8955	0.5947	1.4365	-0.2732	0.6549	1.7179	2.1907	-1.9482	-2.2413	1.0577	-0.9213	-1.4316	-1.9079	-1.2452	0.5342	-0.9085	-0.6551	-1.6876	-3.4283	-1.8299	1.3024	-0.9279	-0.5426	1.6286	2.4634	0.0481	2.5708	-0.3694	-6.4554	2.6632	-1.1581	-1.3731	0.0647	2.3940	0.7349	-3.5769	5.4731	-0.3332	-0.5551	2.8113	-1.0144	-1.9483	1.6905	-3.1561	-2.0441	3.3676	0.0496	-7.0982	0.3259	8.0643	-1.9060	-5.4944	0.2537	-2.5729	0.2900	-8.4843	1.5249	11.2427	-1.0911	2.8588	1.4524	-8.0933	0.6308	-9.8227	4.7028	0.8116	11.7546	1.0445	-0.6196	-6.5078
