X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70
0.9472	-0.4075	1.0952	1.9581	-0.1905	-1.3999	0.4633	-0.5263	0.1590	0.5853	0.8787	-0.4580	2.5420	1.4543	0.1780	1.9605	-0.2241	-3.3345	-0.7256	-1.3836	1.3169	-0.2712	-0.7885	0.2229	2.8594	-0.9761	-0.5584	-0.6692	0.8463	-2.4734	1.7817	2.5387	0.5032	0.4705	1.1369	-0.1650	0.3855	0.5694	-3.7643	1.1862	-0.0547	-0.4482	1.1493	0.1299	1.8909	0.0472	-2.0323	3.2034	2.2220	-4.1117	1.6816	-0.6997	1.0494	-2.7717	2.1925	-4.9472	-0.2528	-3.3348	-0.1022	4.0962	-3.4382	0.2135	-0.2090	-0.6094	-1.4041	1.0770	-1.1527	-2.0422	-0.3247	-1.8800
-0.9400	-0.0236	-1.0326	-0.7696	-2.6009	-0.5531	-3.8111	0.9147	-5.5264	0.0829	1.3262	-3.7639	-0.0699	0.7295	-1.9018	-1.7602	2.0213	2.7345	-0.8199	-0.2098	-1.1277	0.0215	-0.4369	0.1879	-0.6212	-2.0424	0.4988	0.6349	-1.8811	-1.5981	3.8673	-1.8129	-2.9318	-1.1765	1.4014	1.8952	3.6395	3.0052	1.6306	-1.6166	0.0511	0.9489	7.6045	1.3290	-0.4222	-0.4679	-5.2981	-7.4402	-0.9851	-1.5546	8.7398	-0.4208	2.7811	-3.3691	-0.2468	-18.2045	-1.2434	1.8367	0.0986	-0.2966	2.2882	-6.5267	0.2428	0.4770	-0.7902	2.3759	-3.4955	3.4384	-4.5224	3.2715
-3.3227	-1.6566	-0.0069	-3.1217	-2.7228	-1.2812	-2.0353	0.4275	-3.7029	-0.0493	0.6252	-2.2877	-1.9789	1.9159	-0.0432	0.1532	0.8169	-0.6687	-0.5392	-1.6806	-2.1722	-0.2521	0.0666	-1.4032	2.1771	2.5762	-2.4121	-2.1700	-0.4142	9.4483	0.0537	2.3928	-3.2532	0.3934	-0.6130	3.5540	-0.1740	-3.5507	-2.3660	-4.0072	-0.6432	0.4141	1.2427	-1.0674	1.3860	1.9606	0.3738	-6.0513	-2.5048	-1.3522	2.4689	-1.0460	1.6186	-5.8670	-1.8755	-3.1895	-2.0921	-3.3530	-4.9094	0.2113	-0.9834	2.7868	-1.5255	-0.9024	1.2411	-0.6301	-2.6517	-3.4043	0.0107	8.3302
-3.2512	-2.3854	1.4057	-3.3716	1.6269	0.6148	0.0016	-1.8496	1.1794	1.7476	-0.9061	0.0896	-3.2120	-2.8080	0.8075	0.1028	-0.5930	-3.6834	2.0321	0.4756	-0.3571	-0.8365	1.5993	-0.6313	0.2326	5.6653	1.3468	-2.0698	-1.3636	4.8809	1.9230	-1.0801	0.1797	-0.2502	-1.3329	1.3875	-2.0467	-8.2803	4.8166	-0.0484	0.9406	2.0297	-2.2801	-1.0367	2.9557	-0.5692	0.7239	0.6092	1.4609	4.8843	-4.3754	2.5017	-1.5178	-4.3830	-1.6595	8.1386	1.4246	3.4605	2.5748	-2.1600	-1.6348	6.3728	0.8874	-3.7188	7.1952	0.8074	4.6476	-5.1052	1.0974	-4.6157
0.0470	-0.2442	1.7746	-0.5741	-0.1794	-0.3966	1.9911	0.0540	0.1238	1.5056	0.6417	-1.0449	-0.7190	-0.4567	0.0491	-0.8196	-1.6766	-0.9964	0.1200	0.3230	1.1471	-0.4032	0.9230	-3.0474	-0.1108	-2.7650	0.1473	2.1329	-3.9192	-0.6150	3.7777	-0.0848	-0.9130	0.8532	-0.7251	-0.6580	1.6086	6.1022	-1.2288	-0.1886	0.7590	-1.0627	0.7384	-0.6829	2.4685	-3.6779	-2.7410	-0.5404	-4.2357	-0.2863	-0.1398	2.9984	-0.8602	2.6079	-2.2755	-2.3693	1.5134	0.4786	1.3679	1.2095	0.9346	4.4197	1.9293	1.9712	-2.0845	0.6743	4.5251	-0.5570	-3.8106	-1.4425
2.0256	2.0518	-1.2716	-1.1408	0.4575	-0.0966	2.5445	1.1354	-1.4647	-1.0692	-2.0960	-0.9892	-2.4236	0.9747	1.8700	-1.6809	-3.7947	2.9133	0.2587	0.5765	1.2643	-1.7851	-0.3479	-0.6124	-1.8944	-1.9745	0.9123	-0.7964	0.7156	-2.7957	-1.3720	-1.3402	1.7927	0.3678	2.2015	-2.8400	0.8655	0.0061	0.6946	3.6313	2.4927	1.7922	2.0580	-0.2780	-0.4325	1.9133	-2.1483	-3.5448	-3.6370	1.8733	0.1502	-2.5371	1.6227	4.5223	-1.3956	0.1013	1.0305	2.9319	4.0184	0.3831	0.0446	-3.4128	-5.1557	-2.0850	4.1677	-0.8923	-3.1727	2.0083	-0.3464	-1.6100
-1.1533	1.1429	-4.3825	-0.9988	0.3975	-0.4468	-1.0182	4.8806	-3.0146	1.2388	2.2034	-2.0930	-3.1876	0.1622	-0.3395	-0.1379	0.0981	-2.2750	2.8902	1.5065	0.0631	-0.9090	2.5204	1.7857	-3.6904	-1.7035	-0.8624	0.0556	-0.6750	0.8875	3.0862	-0.8523	-1.4204	0.2463	-1.1697	-0.1389	1.9742	2.8417	1.8910	6.5142	1.3304	3.1220	2.4894	0.6354	-0.1562	3.3724	0.5935	2.5057	3.4470	2.2723	5.2950	-0.3941	0.3215	-2.3167	-0.6714	-4.7384	1.3704	1.8107	-2.6165	1.7867	-1.0757	-0.8984	-3.5607	-2.6280	5.8074	-0.6918	1.0751	1.8617	-1.7838	-7.0695
-1.6126	-1.2412	-0.1867	-2.2702	0.0417	-0.5661	-1.3795	0.8401	-2.3126	1.1400	-1.7086	-2.1927	-3.5014	2.0400	-0.2906	-0.0499	-0.1709	-2.9335	-0.9815	1.5290	1.3326	0.3349	0.7362	-1.2312	-1.8955	2.8730	-0.4565	-2.5723	-0.4582	3.0145	1.7658	-1.0392	0.4858	0.6601	2.5733	2.0818	-0.1734	-4.9337	-0.6617	-2.3709	0.0936	2.0195	0.1060	0.8619	0.7562	2.4813	-2.9026	-3.3705	0.1546	-2.7184	1.2551	-0.6847	2.1224	-2.2207	-5.1268	1.1540	-2.3751	0.0627	-1.7304	2.7256	-0.9752	-1.2383	-0.9642	2.4860	-2.1132	0.2403	-5.1702	0.4496	1.2644	-4.1278
0.1197	0.8161	1.7318	0.3168	-1.0738	-1.3603	1.6314	0.6341	-1.7317	-0.4916	1.4084	0.0894	1.4106	1.5019	-0.4467	-1.9050	-2.0279	2.8693	-1.3540	0.2859	-0.6338	-1.5096	-0.1722	-0.7340	1.9871	-1.4754	-1.4237	-1.2896	0.2521	-1.1806	-0.4446	-1.7361	-1.3925	0.6916	-0.4754	-0.4820	-0.5461	1.0034	0.2287	-0.7980	1.0208	0.6074	-1.3953	1.5911	0.4431	2.8393	-1.4790	-2.8544	-1.6511	0.5278	0.4654	-3.6679	-0.8185	-3.3275	3.8158	-1.1287	-2.5762	0.1164	-1.7270	-1.3457	1.0178	2.0806	1.4138	-1.8676	3.7995	2.1061	-3.3018	-2.4275	0.1869	6.8175
1.4457	0.6514	-0.6527	1.3632	-1.2297	0.2145	-2.2246	-0.2651	-1.1593	0.5298	-1.6505	0.8010	2.8277	-0.6118	2.4808	-0.7710	4.5277	-0.4356	0.4466	-0.3470	0.9419	-0.2644	0.2884	0.1517	1.3484	2.5393	-0.1800	-2.4178	-0.4381	-1.2747	1.9791	1.4018	1.3560	2.7191	-1.0147	-3.1677	2.0095	-3.8557	1.8590	2.2004	-0.7282	-1.1506	2.2373	0.0171	1.4117	5.8787	-0.2814	-3.6233	-0.1257	1.7744	5.6773	-0.3795	0.6313	0.4559	0.7770	-5.8455	1.2348	2.7364	4.5066	-2.2742	2.7279	-7.9629	-0.2894	-0.2703	1.4607	-3.3260	-4.5845	-1.5832	-1.2624	-4.8022
2.5951	1.0397	1.3855	0.5413	-0.2601	-1.1878	2.0891	-2.7059	1.3805	-0.6302	-0.4821	0.3721	0.1176	-0.4067	-0.2473	-0.2354	-0.7534	2.2067	0.2626	-0.9751	-1.1999	-2.0829	-0.1375	0.2708	-2.9286	3.5597	-0.7588	0.3899	0.2376	-1.7653	0.1943	1.0790	-1.6927	-0.8313	1.7445	-3.4510	0.1400	-1.2148	-0.6149	-5.6954	0.7792	-2.1319	-3.3106	-3.3255	1.0063	-1.8437	-0.2447	-6.2507	0.0760	0.0809	-5.4775	7.5397	3.5099	3.2398	-0.5176	14.2460	-0.3771	-2.5435	0.3814	0.9670	-1.2967	3.4260	4.0003	2.0765	-5.0280	0.6939	2.8708	-0.7276	-0.6064	6.8302
0.6754	1.0193	-2.9364	1.8785	2.4657	-2.2906	-1.6481	2.8500	4.0726	-0.6382	-0.1586	2.8192	1.5362	-0.9168	-1.6894	-0.0732	2.0663	-0.3122	0.3821	1.2688	2.2063	0.1985	0.1449	1.0765	-2.3586	-0.3391	0.1311	-0.5593	0.5590	-2.8609	0.3631	0.5326	-1.9528	-1.9777	-3.3916	-2.2806	0.0939	2.6913	3.0063	3.9149	0.0229	-3.8174	1.3079	0.9136	-0.3536	2.5797	5.7659	4.5163	1.6684	2.2766	5.7794	-0.6314	-4.5869	0.9180	0.0854	-6.7414	-0.9266	4.3961	2.4827	2.5613	0.4172	-2.8452	-4.2314	0.8282	1.1278	2.4455	-4.4571	4.4911	-2.6721	-4.6568
-3.5617	-1.0498	-2.3766	1.4139	-0.9587	-1.1142	1.0011	1.7217	-0.7691	0.8662	-3.8373	-1.5380	-1.0311	0.3854	-2.3504	0.5153	-0.0841	-0.2082	0.1228	-0.1652	1.4604	-0.0167	0.0206	1.8188	0.8783	-1.1945	-2.2153	0.9645	-1.9396	5.2001	2.0070	1.2695	-2.9765	-2.6531	-3.0657	1.8567	0.0903	1.8163	1.6503	1.7301	-0.1409	1.7679	0.4532	-0.6128	-0.2836	-1.0470	3.6267	4.3180	1.6344	4.3120	5.5576	6.0061	-4.8931	6.0084	-1.4797	-2.8685	1.0004	3.0443	-3.5916	1.6901	1.2088	-4.2499	-1.3973	-1.4407	3.4949	3.9652	-3.1634	1.4487	-0.7654	2.5986
-0.8896	-0.6808	-3.3035	-1.7774	-2.3025	-0.6676	-1.2741	1.9117	-4.6490	-0.1065	-0.6258	-1.2720	-4.6203	1.4217	-2.5903	-1.8412	-0.4366	2.3966	-1.6391	0.6601	2.5078	0.4608	-0.5439	-1.3961	-5.4195	3.1579	-0.2699	0.6748	-3.2021	-1.0777	4.3976	-1.4454	1.6308	-4.4818	-0.1390	0.3456	0.5236	-4.0080	-3.8566	4.4551	-0.5735	0.2086	-0.0057	1.3876	-0.8458	-0.4012	-1.2147	6.0017	-1.3170	-4.5422	2.8866	-3.5869	-1.6594	1.4804	-1.9286	-3.5433	-1.2128	-6.2903	-0.5754	-3.4534	3.5999	-3.0577	-3.2547	-0.8737	-0.3381	0.6247	1.9034	2.3716	-1.9214	3.1275
2.5602	-1.5492	2.4042	-3.1523	2.2916	0.7674	-2.3599	0.6053	2.4956	-0.0458	2.6062	0.5894	-4.5485	0.5413	3.7990	-0.6017	-2.3740	0.3846	-2.0856	-0.5845	-0.9078	0.4385	1.0491	0.3316	0.0955	-0.9758	-0.0346	-1.4468	0.3819	-0.9102	-3.7199	0.3643	-1.7369	2.9531	1.1615	-2.0594	-1.4041	1.1147	-2.7255	-0.9578	-0.3847	1.2393	-2.2460	-1.4713	0.6569	1.5481	-1.5774	-0.8837	0.7774	-4.0223	-1.1312	-1.3068	2.2200	-3.1239	-5.1044	4.4032	-0.6005	-1.7837	-3.9292	-2.3520	0.5535	4.3123	4.9634	-2.9001	1.3597	-3.3843	-0.8353	-1.1673	-0.9893	1.5607
-2.7617	-0.2251	1.0156	-3.0557	2.4453	0.3032	-2.4800	-1.8075	2.3189	-0.3672	-1.8536	0.4301	-2.7522	1.1866	-3.8071	-0.5002	1.9078	1.9001	-0.4712	1.2456	-0.3660	1.0519	0.8044	0.9617	-0.5606	0.9862	-2.1091	1.9506	-0.7904	1.6094	2.7455	-2.0476	-0.8956	2.2543	-0.1320	0.5026	-0.0311	-3.9606	-1.5935	-6.0724	0.0046	0.2944	0.0755	-2.2039	-0.5576	-4.0679	0.0441	-5.5018	2.4702	-3.6375	-1.5025	3.3613	-0.7370	4.1237	-0.8380	2.0982	-1.9633	-1.7659	-4.3768	-3.0942	-3.4000	1.5655	-0.1112	1.3444	1.1018	1.5067	-1.3506	2.3383	-0.1121	5.2799
-0.8134	0.2675	-0.2119	-0.2321	-0.8459	1.7489	0.2701	1.4432	0.6690	0.4331	3.5269	-0.4888	-0.8910	-2.1798	0.5557	-1.5630	3.2560	1.0615	0.7342	0.4674	1.8964	0.8704	1.1413	-0.6946	-1.9759	-1.3708	1.0604	0.9126	-3.0800	3.8647	5.4387	0.9824	1.0368	-0.9673	-2.3828	2.5890	2.6340	1.9824	-1.5472	5.3879	0.3773	0.2418	1.1250	-0.2351	0.9774	0.8105	2.4478	5.4825	-2.7941	-2.6389	1.9452	4.5941	-3.2541	-5.8017	0.4611	-4.6490	5.0553	-3.9167	-0.9733	-2.7713	-0.6318	-2.8835	1.6822	1.7330	-2.5936	0.8779	-1.0662	-3.1816	-0.0657	1.4962
-0.0728	1.3055	-0.3680	2.1667	0.0468	-0.6517	-2.4358	1.0453	2.5217	0.6767	-1.4995	2.0023	0.1682	2.0261	-4.4896	-1.5420	-2.0827	-0.4390	0.6668	-0.9505	2.6531	-0.4552	-0.6061	2.9938	-2.1847	-0.9891	1.3391	-2.6380	0.1996	1.6402	0.0731	1.7963	4.9737	-1.7163	-0.5904	4.0849	-0.7664	1.7409	2.6810	0.7668	-4.4615	0.2992	-0.4993	0.0654	-1.2436	5.5659	4.4527	5.6870	3.7545	0.8244	1.6514	2.5792	-2.2623	-3.1253	0.6047	-3.5533	-2.8494	3.8402	0.7448	-1.9707	0.1565	-7.4571	2.5119	-3.9945	3.4539	2.4006	-3.6982	0.1865	0.8505	-3.9676
1.0766	1.7990	0.4833	1.0779	-0.0437	1.9611	1.9531	0.3324	-1.0125	-0.1400	1.5773	0.7232	1.8069	-1.4092	1.3653	0.3089	-0.4187	-1.3882	1.2169	-1.6369	-0.4801	0.1427	-0.9572	1.2530	-3.1211	0.4374	0.9349	-1.1739	0.7981	0.1155	-0.6469	3.0906	-1.4042	2.5709	-0.0566	0.4394	0.5195	-1.9508	1.2855	3.2076	-0.0180	-0.1239	-1.9349	0.0833	-2.0637	5.1676	1.5077	2.1265	2.1936	1.5751	-0.4396	-3.8075	1.3752	-5.6486	1.4204	2.7778	2.0475	2.7857	2.0853	-1.7266	1.9521	1.1853	-1.6348	2.0227	-3.5783	-0.0236	1.2980	3.0740	-0.2825	-5.4396
-2.4638	-1.5316	-3.7359	-0.7974	2.4157	-0.7814	-1.2064	7.5728	3.2137	-1.6132	-2.3382	1.8072	-2.3530	-1.0892	-2.6618	1.0541	-0.1184	3.9319	1.1156	-0.1747	-2.7421	1.6869	1.1340	-1.3460	0.9621	0.8611	0.6887	2.5261	-0.9197	2.9722	1.2951	-1.2849	0.7618	-1.2913	-3.0908	2.4323	0.6813	-1.5034	1.4053	7.0615	-0.6899	-0.8542	1.0139	0.6822	1.0301	-1.6827	0.3810	10.1646	0.7935	3.4570	7.1894	2.3336	-1.1782	4.9151	-0.6545	-7.7717	0.9380	-0.0128	0.1898	2.3204	-1.7299	-6.2128	-2.6168	1.1721	-1.0652	5.1411	-5.2141	-5.0969	-0.1967	-5.1889
-0.1488	-1.4650	0.3519	0.7721	-0.7550	2.5564	-0.3573	0.2235	-2.2440	0.7309	-0.6958	0.0455	0.4600	-0.4504	-3.7499	1.3988	-0.9011	-0.9623	-1.5856	2.6874	-1.7287	0.5353	-1.4799	0.7543	-3.5763	1.9335	0.2498	1.5960	2.4283	1.3083	-4.4221	-3.9686	-0.8128	-0.9107	-0.3016	-5.0195	-1.9172	-3.5980	-2.1183	1.0729	1.2118	1.0115	-1.1198	0.1633	-1.2129	-2.6182	-0.3832	4.7377	-0.6154	-0.5741	-2.3128	-6.2804	2.1165	6.7866	1.3787	3.0142	0.4495	-2.9959	-2.4269	-1.4317	-1.5236	2.7071	-0.7898	-3.6431	8.8315	2.6233	-0.2462	-2.9046	4.0639	0.4449
-2.3477	-0.7024	-1.3214	-0.5760	-1.9452	-0.2981	2.7262	2.3375	-2.6439	0.6043	0.4918	-1.6595	1.2406	-0.3432	1.3423	-0.6990	-0.6282	2.1718	-1.0068	-0.0459	0.4768	-0.6728	-0.5691	-1.6736	-1.9876	-0.8615	-1.8789	-1.5007	0.5558	4.2310	-2.1247	-0.6097	1.9711	-1.2818	3.0689	-0.0632	-1.6075	3.1516	-1.6338	4.0805	1.9234	1.1223	-1.2863	0.7709	2.3636	3.1173	-4.2415	3.3000	-2.3479	-1.1215	2.0406	-4.4574	5.3016	-2.5374	3.2548	-1.6797	0.8088	-1.6978	-0.3483	-1.3075	2.2062	-6.8829	-2.7005	-0.6721	-0.3403	-2.2396	-0.0165	-4.8181	2.7898	0.8915
-3.6379	-1.1788	0.9148	2.5826	1.0099	-0.6631	-0.6775	-0.2863	-1.3769	1.3349	-0.5749	-0.0918	2.2565	1.9374	4.5894	-0.0030	2.9414	-1.5618	-1.1815	0.2496	-1.1592	-0.2691	0.4824	-0.1412	3.7522	1.2040	0.1850	-0.1073	-1.3033	4.0405	2.0472	0.8267	-1.5388	2.8833	-0.7677	4.9423	-1.8321	-3.7074	-3.7951	-3.4564	-0.9126	1.0184	-1.3179	0.1267	0.1927	-1.9611	1.7233	-2.8228	1.9245	-3.9154	-1.7617	-1.7411	-0.9221	-3.1338	1.5802	6.6753	-3.7257	-4.7198	3.5272	1.3850	-0.3410	5.0951	-0.1189	-0.6257	0.1706	-3.7769	0.3360	0.4886	0.5754	-6.0346
0.2205	0.6042	2.8035	1.8686	-3.8043	-1.0693	-5.1502	1.2134	-3.6782	0.8497	0.4425	-0.4174	1.6610	-0.3417	-1.6805	-0.3575	1.4121	-1.3501	-0.0880	1.1063	0.1257	-0.8834	0.1150	1.2039	-2.6454	-2.4456	-0.1462	-3.1973	-0.1815	0.5367	1.0137	-1.9234	-0.6647	-2.4868	-3.0732	-3.6018	0.8391	3.5251	0.7470	2.1077	1.5289	-2.1114	1.7060	1.8532	-3.5372	5.4136	2.9429	-0.1761	1.1614	-2.3344	3.9304	-4.4713	-2.8198	-1.7879	2.0800	-4.6450	-0.5789	2.5016	1.8116	1.1621	-1.6764	-5.2178	4.8915	1.7457	-3.9428	-0.4283	-2.3635	4.1178	1.0742	-2.8821
-0.6027	-0.9111	-1.4991	-1.1522	-2.5295	1.8610	-2.8609	0.1907	-2.1358	0.2105	3.3024	0.2017	-0.0968	-1.0529	0.6358	-0.9575	-2.5251	0.4483	2.4285	0.4503	-1.0483	-2.3557	0.2662	-1.5544	-0.7644	1.4621	-0.1677	-2.1807	-0.7236	1.6736	1.3977	-0.2777	0.1435	-1.5429	-0.6707	-0.1969	0.0460	-3.6376	1.6039	2.4182	1.0105	-0.5341	-1.3072	-0.6353	0.4841	2.2575	-0.7869	-0.3595	-2.4788	0.8638	-4.9317	-1.7716	1.5691	-7.1841	1.1748	8.8663	-0.1247	0.3218	2.9011	-2.3244	-1.9475	5.0451	-5.6496	-2.4613	2.7135	-0.1045	7.0093	-4.8147	-1.0485	1.2741
