X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
-0.7845	-0.3812	0.8451	-1.3760	-0.2790	-4.3748	-2.5352	-2.2650	-1.2428	-1.8596	-1.4169	2.0478	-1.4713	4.6896	-0.4804	0.5896	-0.3825	0.2855	0.3044	4.8826	-0.8496	1.8005	5.2679	-4.7639	-3.6292	-1.4946	7.2103	0.2305	2.2592	4.7465	17.2583	6.5791	-1.2366	-7.2924	-9.9286	-4.6140	-1.5417	0.5221	-6.3174	-6.3491	-8.7282	0.7086	-6.6012	4.6231	-3.3661	-0.3949	-1.7555	9.2923	-4.9893	-7.3794
0.8055	-1.1309	-1.6897	-3.9995	-1.1816	-2.6437	-1.9236	1.3819	2.1044	-6.9959	-6.5687	-0.1503	6.6080	12.3810	1.4351	0.8921	-0.9570	0.2285	-0.7286	20.4320	-3.6320	-0.8971	-7.8701	-0.2521	6.2828	-2.8730	-3.1653	2.4097	-1.7236	-2.0325	40.9731	4.1209	-0.7058	-14.5300	-19.1016	1.3216	3.6018	0.4789	-11.4719	-23.2425	-10.1064	2.1952	3.2657	2.1658	2.1168	-4.6283	-8.2995	-7.9838	-22.1099	-7.1584
-0.8481	-1.9714	-0.1579	-1.0230	-0.8598	0.0111	0.4954	-0.1713	-1.3985	2.3788	3.1192	-1.9239	-0.4872	-0.8759	0.9033	1.4955	-1.1581	-0.2903	0.1091	-0.0590	-4.8395	1.8186	8.8590	-0.7945	-1.2110	-4.7254	3.0590	0.2884	1.4004	1.1864	-3.7589	-0.9071	-0.6582	1.3728	-0.3656	-1.9083	-5.5415	0.4009	-0.7115	-1.3231	-2.3673	-0.7935	-1.4392	7.6877	-2.6335	0.5686	0.9326	9.7047	-0.5144	-2.4629
1.8780	2.9413	-2.0108	-4.5340	0.2086	2.4648	2.6595	-1.2566	0.8616	2.6458	1.6556	-0.5633	-2.8047	3.4957	1.1101	-3.5420	0.0119	0.7914	-0.5347	9.5865	1.3518	-3.2714	-2.8275	-1.6916	0.6824	0.4257	3.2821	1.4815	-2.2043	-4.4967	18.6236	1.8097	-1.6382	-4.7665	-3.0552	4.1208	1.2289	-5.5083	-2.7829	-13.3771	3.7167	4.2169	-5.0487	1.5643	-4.2115	0.4151	-5.0524	-2.2884	3.0702	7.5428
-0.2336	-2.4078	0.7935	1.0994	-0.6492	0.8295	-0.0455	0.7093	-2.0268	1.3862	1.4019	0.7153	2.2622	-1.5084	0.3035	-2.1062	-0.3144	-2.5148	0.4545	-4.9483	0.6175	2.6634	1.4055	3.6992	6.0299	0.8525	-2.4970	-1.2554	-0.1918	3.6379	-10.7818	-5.0582	1.0949	2.2691	0.9603	-1.7764	1.6662	1.1878	0.5594	5.1011	2.9279	-7.2416	4.9878	-2.0881	-0.4499	-0.3522	-2.3216	3.7426	0.5111	2.3976
1.2714	0.5297	1.3922	4.9720	-0.7095	-2.9733	0.1971	0.7156	3.6609	-5.4979	-4.8292	2.5936	4.1914	-0.2303	-2.3766	2.5665	0.0638	4.7416	0.3433	-3.3457	0.9870	0.1502	-10.1959	0.4232	0.3943	0.9622	-4.1874	1.1532	5.8396	-1.1060	-6.3646	-0.0746	2.7075	1.7727	4.5232	-0.6883	7.1728	0.8692	3.0895	4.6125	-2.6298	4.5640	6.0250	-0.8138	1.0775	-8.4654	4.4379	-11.6108	-3.4791	-3.0087
-0.9697	1.0050	1.2624	2.1784	0.0717	-0.6560	-0.5265	0.9981	-0.4650	1.8237	0.4666	1.4602	3.3326	-5.9269	0.6973	-1.2280	0.4579	-1.0053	1.1541	-8.9955	-0.2924	-0.2942	-2.1772	0.2881	4.7198	0.0969	0.5555	-0.2120	-0.5238	-0.6028	-17.2850	-8.4921	2.6911	7.8023	10.4347	0.5160	2.5733	-1.3874	6.0808	11.2887	4.1182	-4.9438	0.3439	-0.2533	1.2649	-1.6487	2.1935	-2.7545	3.1873	2.1276
-1.8959	1.3016	-1.2788	-2.9689	-0.2080	-0.1029	-0.7287	0.1609	-2.6180	0.6281	3.4544	1.5233	-2.4440	5.0259	-0.8632	-0.2170	0.2779	-2.2111	0.8292	7.4518	-0.6811	-0.3726	5.3508	1.0408	-4.0029	-1.3731	0.9601	0.3986	-3.5254	-1.3742	12.1976	9.4935	-0.5715	-8.5517	-8.7261	1.5982	-0.2394	-0.1327	-7.6205	-8.5239	-0.3245	0.2288	0.6133	4.2478	4.4313	-2.8706	-5.8796	2.9857	5.0857	-1.4231
0.2757	-0.0439	-1.0843	-1.1128	-0.7707	-2.3124	2.5141	-1.7828	0.7737	-1.5446	-0.5741	-0.4616	0.2619	5.5370	0.5124	-2.9233	-0.7099	-1.8246	-0.5173	9.0294	-3.3387	-1.5479	4.1154	1.0007	3.9034	-2.7070	-2.4822	0.0439	-5.1873	-1.5953	17.9613	-0.6753	-0.8378	-4.3606	-6.0048	1.2899	-2.7569	-2.8735	-2.4743	-13.0767	-3.1366	-1.4566	4.9496	1.1560	-2.2353	1.0907	-1.4906	2.9243	-9.3580	-1.5385
-0.2747	-0.1014	0.8713	0.7339	0.2320	-2.1624	-0.8166	1.5237	0.5208	-3.0057	-4.0577	-2.0753	0.7284	0.5078	-0.3406	-2.7658	-0.6783	-0.2676	1.2135	1.2531	2.8506	-0.6633	-5.1102	-0.1041	3.5190	1.0136	-0.4143	-2.8443	0.0680	-0.4167	3.9440	-0.9067	1.2677	-1.6960	0.7959	0.6050	2.3942	-0.4007	0.7956	-1.4148	-4.8905	-0.4362	3.8819	-2.6734	2.3421	-1.0965	1.3747	-5.7256	-12.9290	-5.5359
-0.1719	1.0386	2.9263	6.8156	0.3580	-2.9680	-1.0436	0.9550	0.1399	-2.8942	-5.2052	-4.6223	0.4338	-7.2576	0.0488	0.0062	-2.2548	-1.7523	-0.0263	-15.4822	7.2921	-1.0199	-8.6828	-3.8451	-2.5475	7.2036	6.5308	-3.4990	-3.2204	-1.8069	-23.1842	-3.1615	0.3387	7.6729	12.0302	2.7615	2.0498	-0.6863	9.7355	20.2471	-6.4753	-5.0120	-5.8387	-6.3670	-0.9482	5.2796	7.9438	-7.2112	-0.1875	-5.6218
1.6923	-0.1603	-0.1733	-1.2356	0.1683	2.9879	1.6161	0.3724	0.5320	2.4521	2.3681	-0.6871	-0.8322	0.3187	1.5335	-2.4617	1.4837	-0.0066	-0.0047	-0.2003	0.7598	0.7447	0.0883	3.7335	3.2527	3.7249	-5.8141	0.4397	-0.0993	1.7708	-1.0031	-3.2700	0.9462	-1.2268	-3.7813	-0.8043	-0.4086	3.3544	-2.2903	-0.9835	6.9252	0.6885	3.7722	-8.5703	-0.0511	5.3327	-4.3499	0.7174	4.1383	2.8718
-0.4375	3.6440	-2.3965	-3.8873	-0.8192	2.5980	0.3020	-1.1900	-0.8837	2.5162	5.6574	0.3093	3.7511	0.6582	0.9259	-2.2824	-0.1541	0.0738	-0.4541	4.1068	-0.0474	0.1385	-4.5814	-3.5755	5.8669	0.7048	8.2623	2.0449	0.5909	-1.3321	11.6401	-7.1886	-1.1863	-1.9980	3.3258	0.7016	1.2613	-1.5587	2.3749	-5.6950	6.6521	0.9135	-13.9513	5.6470	-0.3041	-1.0107	4.3752	-4.7891	-0.1034	5.2849
0.5783	-3.0421	-1.4647	-2.1282	-0.3957	-0.3161	-0.9692	1.6365	3.2558	-2.5795	-3.0556	-4.4762	0.4251	9.5705	-0.8405	3.2030	-1.9392	8.1644	1.0805	16.0418	-3.9485	-0.5807	4.1613	2.2869	-5.5067	-2.7468	-5.4320	-2.6445	9.8074	-0.6862	20.9493	13.5909	-3.0972	-13.9103	-23.0178	1.1658	-3.3946	-0.9884	-13.9498	-19.5889	-7.3223	11.5160	4.1233	-0.6977	-2.2569	1.2804	-16.2509	2.7237	-8.3022	-4.0200
-0.1283	0.4642	-0.2450	0.0963	0.9925	-0.4757	-0.4308	-2.7034	-1.8550	1.1304	0.0726	0.2870	-1.2511	-1.3332	-0.2254	-0.6043	2.2422	-0.5991	0.2119	0.6474	2.6778	1.0269	1.8676	-4.3913	-0.1485	3.2941	7.0332	0.2615	1.0204	1.9364	5.6684	-3.3717	-2.0183	3.2313	2.9473	-2.6397	-2.7849	0.2294	-1.2984	-3.5839	-1.5046	0.8057	-5.3075	-1.7202	-0.1334	6.4556	-1.4940	3.1557	-2.6638	-0.7773
-0.5631	0.5358	-3.7936	-4.7359	0.1015	4.7766	0.8274	-2.3242	-1.9407	5.6848	8.9284	-0.4295	-2.1065	1.2930	3.3182	1.5410	3.0364	-1.7374	0.0103	6.7590	-8.2126	-1.6618	13.8723	-1.0566	-4.6386	-9.8132	3.5869	3.0736	-3.3501	-4.7691	8.3816	3.8742	-3.8391	-0.6255	-5.0846	3.2452	-10.1188	-2.2172	-4.6996	-12.4252	1.6527	5.7725	-3.0140	16.1032	-2.0216	5.8087	-6.7995	12.4641	-0.7686	3.2475
0.0242	0.0646	-1.9737	-0.1880	-1.4935	1.0677	-0.4387	0.1741	-1.7678	3.1287	5.3775	0.4258	-0.9510	-2.3368	-2.1391	-1.8565	-2.7811	-4.7097	-1.5821	-3.5661	-3.2867	0.9359	4.7237	1.0139	-1.1511	-0.7073	1.0336	-0.4963	-3.9339	3.1389	-10.7156	0.7999	0.0756	1.2485	3.2455	-5.2320	-2.7672	0.7995	3.3754	1.0770	2.6237	-5.6142	-2.3907	4.3662	-4.3724	0.5473	7.0076	4.4924	11.2699	0.6306
0.0935	-0.2527	-4.3940	-5.6563	0.2402	3.5689	1.9672	-0.1260	-0.3536	3.7353	5.2109	1.1581	-0.8090	3.8186	4.1463	0.5239	1.7982	2.9657	-0.2165	9.5061	-4.0511	-1.1158	4.2163	0.1714	2.3607	-1.7615	1.1695	-0.1685	0.7725	-1.5231	10.7747	0.0069	-4.0705	-3.3002	-11.0251	-0.1625	-0.4546	-2.4223	-9.3859	-15.4161	3.1752	6.9432	-0.3252	2.9649	3.3579	1.1994	-9.2887	10.1544	-3.2694	2.3677
0.2054	-1.6088	-0.6061	1.8308	1.9712	0.2905	1.4011	0.7693	0.5293	-1.5320	0.4380	-0.5049	2.5842	1.3184	1.0147	2.1256	2.6926	0.2293	0.7423	0.2022	-2.4741	-1.7396	-1.7118	1.9664	0.9628	-2.9775	-0.6418	-2.9024	-2.0531	1.5916	0.0988	0.8584	-2.1189	-0.0590	-6.0442	-2.0836	1.5183	-3.5188	-4.0627	0.0471	-1.4232	0.1261	2.4215	2.8561	4.4320	-3.7190	-5.6556	-4.2079	-3.5953	3.9853
1.0930	1.5879	-2.3181	1.2055	1.3350	3.9208	1.8870	3.4100	2.1081	1.8283	1.2427	-0.0981	4.9732	-1.6568	-0.3826	0.4119	2.9714	2.9821	0.3933	-4.3678	-0.7588	-1.2549	-4.6289	1.0638	4.8454	-1.2293	-3.6021	-1.4323	3.6841	-0.4557	-3.3295	-3.0853	-2.8191	5.3837	4.9739	-0.4235	3.4159	-2.8243	2.5427	0.0962	7.4077	4.1074	3.7692	-1.6133	8.7757	-4.3512	2.9521	-3.2514	-0.5651	7.9021
