X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
-0.4095	-2.2892	1.3100	-0.1040	-3.2760	0.1218	-2.8914	-5.2834	-3.2396	-0.4612	0.6364	0.6513	-2.9163	-0.8752	1.1703	-5.7758	-1.0355	0.9329	2.2026	-1.3706
0.1524	-1.1059	-3.0605	-1.8390	0.7515	1.0898	-0.6254	1.9912	1.3579	0.4070	0.2203	0.7945	5.7902	-2.5763	-1.1261	0.4907	0.8975	-1.7064	-1.0592	-1.0814
-1.0974	0.2057	0.2846	0.1558	1.2492	-0.2666	-2.0121	-4.3439	-3.0498	0.0301	0.3003	1.7216	-4.4502	-0.4142	7.8117	-3.9064	2.8608	1.4811	-3.2370	-0.1975
0.5503	-2.9107	-2.0630	-0.5008	-4.0058	1.3318	-4.8413	-6.1750	1.4286	0.5840	3.3369	2.5883	-2.1101	-0.4620	2.5021	-10.0888	1.8838	1.7455	6.2303	-3.6011
3.0388	-1.0236	-4.7010	-0.8433	0.1706	0.1485	-1.3141	2.6569	-1.1669	1.1441	-1.0953	1.3047	2.2702	-0.2454	-3.4452	-1.8455	2.0535	-1.6530	2.5991	-1.4549
-0.5603	0.7162	0.7525	-0.7188	-0.7633	-0.4688	1.2413	0.2080	1.9208	1.5449	-1.8689	-1.3428	-2.7352	-1.7271	-1.9444	-1.4575	-2.2482	-1.0089	-4.9503	0.7208
-0.5923	1.8790	-2.8868	0.0883	4.1627	-2.4204	2.9978	3.8868	0.5600	1.7335	-1.2952	-2.1933	2.3123	1.7374	-3.7150	0.9905	1.3870	-1.3091	1.1770	4.8033
0.8240	0.0962	-3.0792	-0.0330	1.3511	3.7919	-0.5249	2.4790	3.0224	0.4100	1.4217	-1.4268	5.2160	4.5729	-5.4491	0.2220	-1.5164	2.1380	1.5988	0.3833
0.9649	-2.2094	-2.2452	-1.4135	-1.9804	-2.7505	0.4596	1.0318	-2.0358	1.0412	0.3386	1.6135	4.3124	-3.3402	0.5302	-2.1310	5.6091	-6.3267	10.9525	-4.6799
-0.7649	0.2418	0.4715	-2.8769	-0.7422	-0.9778	0.5911	-1.4167	-0.6846	-0.0997	-2.2899	0.2103	-2.9143	-5.8319	3.2419	-0.2073	1.2864	0.2351	-3.5969	2.0372
1.0958	0.4239	-1.4481	-0.4811	0.8044	2.9457	-0.1840	3.6909	2.5524	0.6359	-1.1662	1.7831	2.0758	2.8181	-1.5025	2.8965	4.7352	-0.3016	4.4467	-0.0686
2.0398	-1.8356	-2.3559	-3.2942	-3.0474	-3.8930	-1.5591	-0.4785	-3.8656	-1.0586	-2.5411	1.0957	0.2389	-6.1797	0.8563	-2.0427	-1.2175	-4.1245	-2.6882	0.3746
1.5349	0.2693	-2.7408	-0.4130	2.7109	-0.2453	6.2669	10.6425	0.9687	-0.1325	0.5976	1.6006	12.1816	3.3073	-9.4252	10.3135	2.5664	0.8528	-2.2143	1.1933
0.2000	3.2251	-0.0130	0.8127	2.2128	0.1386	0.7398	-0.7116	0.6836	-0.2274	-1.3278	-3.2129	-3.3889	4.2868	-0.6191	-1.3346	-1.7140	0.0674	-0.8963	4.1074
0.8492	1.5311	-1.6874	0.6209	-0.3882	1.8654	0.9588	2.5510	1.6948	0.7536	-3.7553	-4.3771	-0.6459	0.1047	-2.0273	0.7559	-9.1289	1.5894	-6.6716	3.0360
1.7935	1.3037	-3.8877	1.3441	-0.7018	0.8974	-0.5009	-1.6458	-2.4192	-3.4544	0.6287	-1.3222	-1.8585	-0.0166	1.1205	-3.8643	-2.5870	4.1430	3.3996	0.3772
0.4505	0.5280	-3.2106	1.2125	1.5510	4.5016	6.5880	11.3399	3.5966	-1.8744	2.9237	0.4682	14.4709	4.7671	-8.9029	15.1314	-2.7896	3.4894	-1.1435	-3.0231
2.3380	-1.1056	-6.8265	-0.7990	-0.1242	-3.0378	1.1802	3.9668	-3.6681	0.1712	1.0478	-0.4508	6.4175	-4.4462	-5.1187	-1.4294	-0.6501	-1.5548	1.3554	-2.6172
1.9790	2.4219	-3.6782	1.0010	2.0589	0.6717	-1.3218	-4.1759	-0.4094	0.0412	1.2681	-3.7306	-4.6505	3.0923	-0.5447	-8.5615	-5.8034	0.2588	0.3963	8.2843
-3.4604	-1.1879	4.6600	-0.2598	-4.5825	2.2936	-1.0941	-1.2851	2.9911	0.1846	-0.9510	0.3134	-2.9882	3.4684	-0.2746	3.2081	0.9086	-1.8344	-5.0567	-1.8949
-1.2938	1.7217	1.4302	-2.5058	1.5486	0.9419	1.8491	-0.0106	3.1183	-0.5713	-0.6830	-1.2320	4.7173	-4.0209	0.9892	2.3431	-3.6209	1.3346	-6.4758	3.1495
3.9676	0.4864	-7.9414	0.7256	-1.4205	1.1868	0.7308	3.4819	-0.1301	-0.3921	-1.9815	-0.4669	-0.0926	2.8101	-0.0168	-0.2197	-1.7871	1.7606	2.4279	1.4241
2.4346	0.7281	-3.8200	-1.5485	1.0796	1.9854	-0.1979	0.8719	3.5028	-2.2625	-0.7382	-0.2595	0.4078	1.7866	-2.7242	-0.3427	0.3091	-1.3354	4.1742	3.9637
0.4651	-1.1160	-3.5833	-0.6614	-0.6802	2.1341	1.1819	4.1496	2.1240	-1.3965	-0.3044	2.6687	4.7433	0.9508	0.6928	2.6821	3.3313	1.8847	-0.3871	-0.3302
2.9401	-2.7512	-3.7245	0.0319	-2.4823	1.7050	-3.5381	-0.0481	0.8696	1.7843	0.6910	0.6596	1.5336	1.8297	0.8755	-5.7901	-0.6959	1.7248	8.1093	-3.7341
1.6786	1.6167	-3.7514	0.5494	-0.1728	-1.7379	-2.1227	-1.4600	-0.4113	-0.7499	-1.1327	-0.2497	-2.5070	0.0711	0.6301	-3.8705	-1.3104	-1.1756	1.6108	0.1219
-3.0032	0.1131	5.7895	-0.3377	2.7343	0.0135	5.8163	5.4666	0.7966	-1.2090	-0.4175	0.8730	6.7072	3.6532	-3.3673	14.0794	1.6925	0.1385	-8.5522	0.6672
0.2935	1.7453	-2.9476	0.0657	3.8461	1.8627	4.0660	4.2616	3.7471	1.0532	-0.7819	0.7427	4.0120	0.6166	-7.3012	2.1307	0.2335	-2.8071	-5.2613	-0.5754
-1.8795	-1.2018	5.5014	1.3352	-2.7676	0.9690	-2.8393	-5.1645	0.5948	0.3782	-0.9980	-2.7143	-9.4536	3.7804	3.2329	-2.1962	-4.8652	2.9675	-1.7404	-2.4173
-2.3064	-2.8953	3.0112	-0.5057	-2.0559	1.0074	0.7899	4.1855	0.1131	-1.5062	1.0428	0.4271	3.8645	1.2823	-3.1819	8.7850	-0.8772	0.8402	-1.0445	-4.7765
0.5231	1.4717	0.5840	-2.7210	-2.3094	-3.3754	-2.2749	-1.4704	-1.6656	0.9079	0.0119	-2.4130	2.4476	-8.1805	0.4914	-1.8176	-5.6746	1.0949	-4.5196	4.3107
-1.9944	-0.6799	2.1345	0.4386	-0.3990	1.1565	-1.7328	-4.2374	1.7008	0.7262	2.3849	0.2921	-2.7519	0.2639	1.3969	-2.1257	1.3589	-0.0545	3.8108	-2.5640
-0.4977	-0.2290	1.2337	-1.1890	0.7141	-0.3352	-0.9078	-1.3041	-1.0318	0.3192	0.6923	-0.1422	-0.5021	-0.3802	-1.4474	-1.5505	2.5645	-1.7922	4.0051	-1.8700
2.6349	0.7628	-2.8967	1.6572	-1.6562	2.4126	-1.9751	-1.6609	2.0160	0.4101	-1.4575	0.1122	-4.0478	5.3765	3.0803	-5.0694	1.2172	3.2608	4.4627	1.2295
-2.3425	0.8931	3.8310	-1.6381	2.2215	-2.5817	0.3224	0.5993	-2.6942	1.3402	1.8593	-1.9039	5.6120	-5.5383	-2.5518	1.1654	-3.9360	-1.7445	-6.9165	0.5860
-1.1060	0.1303	0.9543	-0.8514	-1.2251	-0.9153	-1.9832	-1.8791	-2.4223	0.9125	-1.0504	2.5462	-2.0879	-0.0576	0.4898	-5.8475	0.3704	-0.2448	-3.7715	-0.0462
-2.9401	-0.0695	3.4013	-0.7014	-2.6935	0.4441	-2.5425	-7.6228	-1.6935	1.6564	-0.7135	-1.2928	-9.3507	1.7856	6.3110	-8.1067	-2.2159	1.4741	-2.8627	3.2970
0.4315	-1.9214	0.6699	2.6479	-0.5910	0.6316	1.1355	3.1294	0.7344	0.8855	2.3870	0.5489	5.5824	3.2992	-2.3360	2.2764	-1.1321	1.6612	1.3582	-4.2159
0.6829	0.3929	1.1496	2.2876	-0.5664	3.8819	-1.7775	-1.5926	0.9817	-0.1749	-0.9536	-0.5638	-5.4735	1.7209	1.1057	-1.9353	-1.3592	4.0449	-2.5467	2.5174
2.1582	0.5304	-1.4673	0.4752	0.2080	-2.7841	-1.7897	-2.4376	0.5324	-0.0241	0.3608	-1.3251	-3.6956	-3.3782	2.7238	-7.9041	-2.9727	-2.6921	2.6084	4.0005
-1.0783	2.0248	-2.6624	-0.5248	4.6877	-1.5226	6.0957	4.7104	-1.5447	0.4175	-0.4547	0.1858	5.8499	-0.0910	-3.2664	4.5943	-0.6020	-1.0550	-10.4340	-0.5369
-0.2830	-2.4307	-0.5123	-2.5060	-3.9667	-4.6166	-2.8786	-7.1897	-4.9094	0.2771	-1.3035	3.1699	-6.8868	-6.9973	6.8688	-11.0274	4.9023	-2.8634	0.4921	-2.8877
1.9645	-2.4356	-2.6905	-3.4267	-3.3866	-5.7734	-1.3918	3.3221	-1.2809	2.6153	-0.0350	4.4188	7.2688	-5.5249	-1.7924	-0.2789	7.4068	-8.5385	9.3805	-0.1308
1.9390	-0.8959	-2.6321	2.1593	-2.4772	0.6734	-1.1092	3.1354	-0.9310	-1.1114	-2.1711	1.4380	-1.8855	2.5607	-2.9189	1.9522	1.1943	1.9183	0.2883	-5.6408
1.5694	-4.0440	-3.1909	0.0309	-3.8016	-0.1307	-4.0398	-2.1624	-0.9272	-3.2539	1.3040	0.5794	-1.2122	-0.1396	1.1800	-3.6848	0.8481	-3.1088	6.5490	-6.5980
1.7273	-2.4858	-1.1793	-1.2871	-2.0247	-0.6835	-2.1577	0.4958	-1.2276	0.8098	-0.3894	3.8776	1.1094	-2.8886	0.8919	-2.8139	7.2397	-2.6080	3.4750	-4.1106
-0.6260	-4.2180	-0.5062	3.3353	-6.6614	0.5505	-2.5328	-1.0430	1.0202	-0.4929	0.2020	4.0454	-4.6648	3.9313	0.9805	-2.2373	5.8365	-5.1349	9.8810	-3.1588
1.0763	-1.0026	-3.9212	-2.1560	0.4482	0.6115	0.3363	0.3018	-0.0183	1.3878	0.4883	-1.1998	2.5492	-3.0030	-2.4268	-5.3058	-5.4518	-0.5719	-6.5993	-3.8875
-3.7245	2.7807	2.3775	-1.2084	3.2250	0.5655	1.6027	-4.4095	2.2422	1.2022	-1.4906	-3.1995	-6.7643	-2.1119	4.9558	-4.2323	-6.0850	-0.3249	-13.1892	5.5515
-1.1622	-1.8893	1.8845	2.2363	-4.6533	0.0029	-6.1404	-10.6026	0.5986	1.6016	1.8793	-1.1051	-9.7960	-0.0772	6.6335	-15.2376	-1.5950	-3.0139	5.9674	-4.3362
-0.8855	1.7006	1.1460	-2.1903	1.8883	0.3228	4.7095	4.7872	0.3137	0.5223	1.6771	-1.6101	9.7926	0.0881	-1.8492	9.2046	0.2150	1.9782	1.9605	2.4263
2.4450	-1.1214	-2.8590	-1.0863	-0.9849	-3.3106	-1.4045	1.9282	-4.7888	1.5628	1.8218	3.8522	5.4078	-4.0181	0.3097	-2.1643	3.5716	-3.9626	7.4959	-1.6473
2.7529	-0.4648	-4.4529	0.5081	-2.3413	2.5078	-2.8281	-3.6158	-2.9270	-0.2447	0.9272	-2.5490	-3.4483	4.2683	2.4126	-10.8108	-2.0243	6.8478	7.0516	1.7053
0.8999	-0.9511	-3.5390	-0.0916	-1.6113	-3.4235	-1.9457	-2.7112	-1.7549	0.4346	0.9858	0.9130	-2.3839	-2.0009	-0.3848	-7.8039	-1.7616	-4.9026	1.6553	-2.8415
-0.8868	1.2934	1.9556	-0.9883	3.0283	-2.6479	1.9981	2.3777	-1.5458	0.1152	-0.1703	-0.5204	3.3394	-3.2731	-2.4828	4.9339	-2.0410	-1.8225	-6.2830	6.5474
1.3017	3.3496	-4.3928	-0.8942	2.7995	-3.4106	-0.5022	-2.7722	-1.6570	-2.4016	0.7242	-0.9843	-0.6798	-3.2662	4.6028	-7.9267	-0.5828	-0.2772	4.1400	2.7762
0.0526	-0.2534	2.2949	0.0975	-3.1868	1.8754	-3.4197	-2.4310	0.3467	-2.5375	0.2444	1.2224	-1.0472	2.8317	0.3374	1.5609	3.2372	2.5326	8.9819	2.7735
1.8496	-0.9049	-0.3664	0.2233	-0.9941	0.8302	-1.7221	-2.2860	0.7140	1.8320	-0.3758	3.5349	-4.7816	-1.1411	1.0321	-7.6951	5.6240	1.9213	6.3158	0.9836
0.8354	0.8157	-2.4429	-0.2538	1.3472	-1.8878	4.0041	7.1753	-1.7491	-1.1322	-2.3516	-1.9432	5.0179	0.2827	-6.9896	9.9989	-2.5771	-1.1104	-5.4678	3.5269
-1.4493	0.8368	4.1295	1.0486	1.8757	-1.9626	3.0916	1.0692	-2.7731	-1.0354	-0.4071	0.7306	0.0781	0.0525	-0.8385	5.9467	1.5031	2.0025	-0.5988	-0.4896
-3.1584	0.5550	5.5302	-2.3307	2.6935	-0.8766	2.3327	-0.9180	0.6538	0.4356	1.1164	-3.4449	1.8747	-4.7693	-1.9606	4.4396	-4.4575	-1.0315	-6.0960	1.6808
0.2730	-1.8702	-2.1113	0.8521	-0.0460	-2.2160	2.0524	1.9165	-2.3297	0.9057	0.7178	-1.1123	1.3640	-2.0630	-1.4847	1.3472	-1.3353	-3.8594	-0.4228	-2.4986
0.1951	-1.8932	1.2811	-1.9318	-4.4589	-0.2629	-2.8552	-5.0880	1.9081	1.7279	-0.6721	1.5943	-3.3220	-2.7525	-0.2755	-9.0828	4.2088	-1.6480	4.8630	-0.5369
-0.9384	1.5730	2.0392	-1.0819	1.7038	-4.9657	-0.8286	-4.2717	-2.9630	0.3210	-0.3518	-3.2107	-3.3885	-5.8184	3.8689	-4.5503	-6.9403	-3.7014	-9.5099	4.0344
-2.1298	-0.9235	4.7485	-1.5244	-3.0408	-2.1523	-0.8428	-0.3747	-3.8642	0.4555	1.2062	-0.5938	2.3384	-0.4530	0.0124	3.4315	1.5006	-2.5355	4.0429	0.6286
1.4318	0.8328	1.3598	0.5960	0.3522	1.5404	0.5435	1.6363	-2.3267	-0.7889	-1.1277	-1.0374	0.8121	0.4227	2.4245	3.9923	-2.8976	6.5488	-1.8069	1.8957
-1.0587	1.0536	4.5461	-1.5360	-0.3577	-0.5042	-2.5065	-3.9220	-1.5113	-1.0895	-2.2410	0.5938	-6.6674	-3.9055	3.8306	1.2419	0.2110	-2.6586	-4.9105	0.1981
1.5943	1.4304	-2.7092	-0.4621	1.1963	0.3371	1.3077	1.5577	0.4932	-0.6077	-0.1960	-4.0170	2.9327	0.5248	-6.5367	-1.7287	-3.8514	2.7184	1.1933	1.6317
-0.1743	-0.8077	2.1290	-1.6263	-0.8293	-0.8840	-1.9863	-3.3617	1.3849	0.1906	0.0782	1.0855	-3.1338	-5.5719	-1.0486	-2.8037	3.7901	-4.0172	2.8711	-2.7572
-1.5025	-1.2506	2.9878	1.7279	-0.1274	0.3836	0.0703	-3.1951	2.0211	0.5622	0.6243	-0.2316	-5.2492	2.9097	-0.2375	-1.3028	-1.8170	-0.2853	-3.0096	-0.6173
1.5962	-1.9105	-3.9830	1.1773	0.6818	0.8137	-0.2887	2.6947	2.2057	-0.9493	1.5692	-1.5553	3.9773	5.4523	-1.5321	0.6914	-1.9957	-1.1190	0.5762	-0.5935
0.8521	-1.4756	-0.8073	-2.4658	-0.1481	-3.0863	-1.7004	0.9714	-1.0703	2.2306	-0.1493	1.5172	2.7748	-2.3596	-1.9721	0.3446	3.4560	-7.7525	0.8358	-4.9619
1.4893	-1.9061	-2.5135	-0.0599	-2.0541	1.5160	-2.1724	-0.7797	0.8914	-0.6912	0.4688	-0.8265	-0.4647	1.2545	0.0306	-3.5091	-1.5635	-1.5108	3.7786	-3.5865
-3.3749	-2.0358	6.3618	-1.6145	-2.3955	2.1957	-3.4176	-4.1228	3.1016	-0.8243	-0.5525	1.7895	-4.2710	-1.2759	3.3722	1.7116	0.7272	-1.5291	-6.8997	-1.3259
0.2623	-0.3202	-0.6042	-1.4312	-1.0335	-0.3607	0.5911	3.0586	-0.7009	3.4704	1.3717	-1.1929	7.3484	-3.1429	-1.4460	1.4115	-1.4654	-0.8327	4.3303	-1.4112
-0.1221	-0.0709	0.7655	-2.3709	0.5293	0.5350	0.6307	0.3017	0.1266	-0.8286	1.8767	2.5875	6.2296	-4.1231	-2.6856	3.3661	2.5085	-0.3614	-0.5005	-0.0589
1.9054	2.9909	-1.1648	-2.1142	2.1261	-1.4473	0.6108	-2.7040	-1.9054	0.4109	-1.4615	-3.7052	-2.8357	-4.8829	2.8504	-5.8831	-5.3670	3.5854	-6.2518	3.7219
1.8471	0.3869	-2.9134	-0.8866	-0.6664	0.5519	-3.7968	-2.9291	2.6430	-1.9215	-0.0821	-1.2780	-4.5380	-0.6261	5.4327	-6.6858	-0.5477	-0.1582	6.5114	-3.6454
-1.6179	-1.5180	3.1772	-0.7000	-3.1255	0.0674	-3.3693	-7.1929	-2.6549	0.7935	1.3481	0.5361	-6.2612	-2.7145	7.0637	-9.6120	1.9952	-1.9822	4.1347	-4.1513
-1.1913	1.7991	0.4342	2.0138	-0.5491	4.5279	-1.0359	-5.1357	5.7618	1.5049	-3.3477	0.1154	-11.4073	6.2173	7.5025	-9.4608	-3.8301	2.5034	-6.6176	2.6759
-1.6697	2.5798	3.7785	-0.6379	2.4429	-3.1009	2.4200	0.2322	-1.2519	1.5816	2.4292	-1.4397	4.8552	-0.1065	-0.7252	3.2021	-0.8014	-1.1208	4.1242	4.9724
-0.6304	0.9195	2.2288	-0.3040	-1.3383	0.0590	-0.4087	-5.1607	-1.0923	1.3376	-0.6074	-0.8293	-6.9549	-0.7299	-0.5465	-5.2716	-2.2445	0.1236	-0.4425	-1.9722
-0.5630	2.4887	-1.0336	2.3917	4.0855	3.1110	0.5662	-1.0661	2.1581	0.7945	1.2528	-2.7642	-3.8987	3.2742	-1.0920	-2.9398	-2.1136	6.8651	-1.2749	3.8635
0.9503	2.4438	-3.3231	-1.0879	4.3353	-1.2940	5.4740	5.4869	-2.1469	2.3230	-0.8493	-1.9401	8.4440	-3.4070	-3.0027	1.6553	-0.4134	1.7526	-2.4136	1.6575
-1.2190	1.3198	1.5180	0.4510	6.3224	-0.9054	9.9012	17.0425	-1.4880	-1.7699	1.3317	-1.8455	21.5113	0.9036	-12.6253	26.9901	-0.4465	-1.8843	-4.9575	2.7574
-0.5053	-1.9702	-0.7258	4.0699	1.3250	6.0426	4.3343	9.5692	4.4524	-1.8536	1.4307	0.1173	9.4663	9.3465	-5.5854	14.0039	-0.0776	3.5906	0.6407	-2.2760
-1.7323	-1.0645	4.1011	-1.2004	-3.5303	-2.6978	-2.6056	-5.6632	-2.7777	1.6508	-2.8998	-0.5202	-8.8676	-3.3074	4.5933	-6.0756	5.8249	-1.0837	4.6254	-1.0097
0.7987	3.5754	-0.5941	0.8642	2.7579	2.3116	2.6871	-1.8910	2.1137	1.6124	-0.7359	-1.5998	-2.7796	0.9342	-0.5839	-5.1776	-5.2575	5.4836	-2.3671	3.3173
0.8317	-0.8887	-1.1267	-1.5433	-2.8317	-3.5192	-0.4382	-2.2613	-5.7558	0.5483	-0.0449	-1.0951	-1.5658	-4.3014	0.6672	-4.8388	-1.9820	-1.6482	5.3514	-0.6492
2.1506	-0.2338	0.1557	1.3756	-0.0229	2.0069	-2.3642	-0.3599	2.2798	0.1131	1.3533	-2.6201	0.4132	5.3174	-3.9149	0.4150	0.7702	1.9323	11.7110	-1.4953
-1.3819	2.5854	1.1037	-0.3887	3.5318	4.0505	2.7683	0.3791	1.1901	1.4230	2.2345	1.4113	2.4087	1.7735	-0.6110	1.6321	0.4156	5.3566	0.5155	1.5224
0.3783	0.0984	-0.1923	-0.8593	0.0778	3.3389	-2.5648	-3.4176	1.6707	-0.4767	-1.3436	1.4031	-4.6924	1.3956	1.4262	-3.0963	4.0222	5.4901	-1.7821	-1.3834
-2.1557	-0.2237	2.8879	0.2888	-1.2201	1.0551	1.8232	2.7118	0.2298	-0.6360	-1.2791	-1.4961	0.5048	3.1343	0.0790	9.0271	-0.2433	0.9421	3.1491	-0.3254
1.3353	-0.2996	-3.1868	-1.0841	-0.3997	-1.4972	0.2338	2.7096	-0.0790	0.4838	-1.7025	-0.8256	4.3103	-2.7458	-5.7440	0.9229	-0.2768	-1.2241	-1.1163	-1.4182
0.3471	1.4062	-1.5079	1.1250	3.2405	0.8959	2.8115	3.7504	-1.6247	-0.2579	2.2159	-3.7869	4.9733	-0.9884	0.1222	4.7715	-5.9965	3.1726	-0.8091	0.6566
-0.6427	-1.8897	-0.4409	0.2219	-3.3513	-0.9481	-5.2142	-5.6339	-1.9298	-0.5543	-0.4316	1.6200	-6.8462	0.1602	4.6874	-9.0016	-0.9065	0.9165	-3.9572	-3.7606
2.4824	0.4606	-3.3588	1.3576	1.4244	2.5806	2.8792	4.4353	1.8986	-0.2414	-0.9358	-2.1531	2.6678	1.4793	-1.2198	1.9220	-3.0542	2.5247	2.6754	1.6769
-2.1882	-2.0000	3.5995	3.1385	-1.5440	5.0974	-1.3071	0.2857	1.2594	-0.9498	-0.8320	-0.0582	-4.2930	7.8321	-1.3495	4.1617	-3.9376	3.1298	-10.3153	-0.5411
1.1832	0.0087	0.0300	-0.6314	0.1837	-1.0333	-0.3959	-1.2556	3.4016	-0.7278	0.0566	-3.4189	-0.5861	-0.7923	-0.7042	-0.7824	-4.6096	-4.1114	-2.6027	2.8122
-0.4936	-1.4191	0.6465	0.8249	0.8595	-0.1811	-2.9099	-2.6807	0.3262	0.1092	0.0628	2.2248	-4.0223	0.8789	3.5313	-3.7973	3.7757	-2.7195	-3.1875	0.1218
-1.3025	-0.1289	0.3780	-1.2576	1.8368	-1.1480	-0.5980	-2.6785	0.8583	-2.1547	0.4236	-2.3322	-2.7062	-3.4328	0.7727	-1.5943	-2.9097	-2.7621	-8.1215	-1.3170
0.3412	0.2195	-1.1843	-2.3640	-0.4071	-1.0996	-2.7712	-1.8769	-1.4605	-0.5754	0.9766	-1.8986	2.2704	-5.3792	1.2069	-4.3244	-4.1863	-1.4137	-4.3022	4.1361
2.7968	-0.8724	-2.3648	-1.0879	0.8158	-2.7038	0.1031	0.3198	-2.2650	2.1798	-0.3309	-3.3336	1.4126	-0.2350	-1.8032	-2.9080	-7.3017	0.3714	-3.8980	-1.4879
1.0902	-0.5166	-0.8863	1.7174	2.8644	2.1731	4.6632	8.1063	2.3699	0.3458	2.6620	3.7385	10.0232	4.2888	-5.6725	10.2729	7.9091	0.6965	8.2368	-2.3748
-1.0450	-2.3905	3.8423	2.1241	-2.6364	0.8927	-3.1315	-5.1308	0.7162	0.9219	0.5367	1.0797	-2.3771	1.7282	3.2925	-5.6905	1.6477	-0.1874	2.2008	1.8654
-0.8927	1.8344	1.4158	-0.8727	1.3930	-0.1254	-1.0115	-4.8810	-0.6699	1.0266	-2.1112	-0.4399	-8.1423	0.4771	2.8962	-7.8297	-2.5584	1.6778	-7.8448	0.0540
-0.1960	2.4639	1.0877	4.0502	4.8672	4.7794	5.5671	5.3958	2.3518	-0.8288	-2.2845	-1.6192	1.4281	10.9122	-4.6867	8.3782	0.4682	5.1093	-3.9848	1.6752
1.5821	-2.0276	-3.4702	1.5030	-1.5884	5.4659	1.0719	4.8804	4.4657	-0.6495	0.3440	3.0528	3.6947	2.8652	-2.7522	4.2929	2.1131	1.1842	1.6922	-2.3542
-0.5564	-2.0493	1.0456	0.7959	1.1398	-1.3170	0.4241	4.8299	1.0469	-0.9037	-2.2428	-0.3294	1.5393	0.1191	-1.2060	8.2447	-1.7506	-4.9024	-6.1307	-4.4732
