X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70
-1.0306	-2.1151	-2.7406	-1.1192	3.0067	0.6526	-0.5012	1.2322	0.0467	0.8355	0.7753	-2.7911	-0.2115	0.1109	-0.6831	-2.9974	-1.9971	3.5632	-0.6801	-1.4695	0.1976	-0.7493	3.6097	0.5295	0.3705	2.8896	-0.8819	-1.2515	-0.5056	-2.6778	-5.2580	1.4966	1.8708	-4.8170	-0.0789	-0.0815	-0.3493	1.4175	-4.2337	0.3274	-4.5099	-1.5047	-0.0396	-5.5878	0.8609	-4.3903	4.1967	10.9900	3.7982	-2.3753	-5.9724	2.5759	-7.6923	-2.9449	1.3635	-5.3602	1.4809	-1.1944	-3.4620	5.0174	2.5966	-2.2993	-5.9784	-6.4972	4.5899	3.1150	0.8483	-0.2022	6.0517	4.4989
-2.5477	0.2196	-0.8793	-1.5591	0.6497	3.2565	1.1366	1.6864	-1.3038	0.3913	-0.0989	-4.9359	0.8763	-0.1791	-0.1643	-4.1960	-2.7332	3.5520	-0.9053	1.8157	0.8303	0.4538	1.3552	-1.6611	1.8972	0.7392	0.1076	0.6617	-1.5592	-1.4684	-0.4870	3.6667	-6.9229	0.9311	1.3265	6.3807	-5.6182	1.7595	1.8442	9.2168	-2.1448	0.4382	0.0428	0.9071	-1.4937	5.4292	3.6784	6.6563	4.4101	-1.4696	-5.9744	-2.3674	-5.4398	8.4772	9.4717	12.0663	0.7694	2.4235	-4.7452	10.0356	5.7978	-6.9243	6.3798	-0.4949	2.3460	-2.9367	7.0338	4.7795	-7.7318	2.0678
-0.6152	-1.3149	-0.1971	0.6529	-1.7942	0.6979	1.5554	-0.0283	-1.6210	-1.7085	0.4334	3.4730	-1.3913	-2.1574	-1.0351	1.9862	-3.1463	4.8326	-1.9313	1.9544	-1.2054	0.5698	3.3980	2.2802	-2.2633	-0.1549	0.0855	1.4027	1.6489	-1.0015	-1.1988	-2.8336	3.5947	2.8671	-0.1846	-1.4631	-0.2055	-1.5426	3.4337	0.9578	3.8441	-1.9920	4.6416	-1.4311	-0.5168	4.7166	-10.1058	-2.9940	-3.6737	-0.3132	11.4342	7.9834	-4.3859	6.6009	-0.7692	9.9751	6.9608	-7.5728	5.6242	4.4520	-2.8688	2.7193	-5.6838	-5.1359	-4.7005	-3.4244	-0.8611	1.4245	-0.7846	4.8127
1.5809	-0.3495	-1.2864	0.0059	0.9859	-1.7057	1.1242	1.0815	-0.1571	-2.2533	1.4596	1.2417	3.6668	-1.2255	3.1968	1.5875	-0.9305	1.4034	-0.0595	0.6095	-3.8943	0.7305	2.9212	-6.6055	-1.5696	2.4638	0.9287	0.6402	-1.0070	-4.2000	1.3239	-3.6810	-8.6336	-1.2934	-0.3283	10.7800	-2.6831	9.8654	-0.4255	14.9493	-10.9566	-0.6507	0.3404	-0.6327	-0.8336	0.3572	-2.9798	-5.3878	13.5150	1.7670	4.3105	-10.2097	-13.2586	3.9665	14.3692	7.3893	-1.6175	10.0492	-2.5434	14.2688	13.7684	3.2118	5.5589	16.3343	2.6662	6.7733	2.3111	8.8846	1.5621	1.7785
-1.2932	0.9495	0.6984	-1.6116	2.5196	1.1617	-3.1282	-0.3697	-0.4795	2.0458	-1.3268	-0.4579	-0.7059	0.0974	0.2471	2.3492	1.9352	-3.0441	1.8356	-4.3713	-0.5330	-0.4092	-5.0060	0.7203	2.8018	-1.1648	-1.4058	0.7008	0.5586	0.1936	-0.4677	5.6579	0.0618	-2.9091	0.9798	-0.7171	-0.8986	-3.0686	-7.8576	-1.8418	6.2834	-0.2613	-3.1395	-0.8589	2.5503	10.8678	9.7998	4.5419	-10.5369	20.5412	-7.7542	7.3953	3.7606	14.9125	-4.0645	21.3431	-0.3515	3.6738	-23.6716	-0.9115	-6.1574	-3.3322	-2.9168	0.9285	25.5482	-1.0309	2.8104	-9.3258	-12.6755	9.4314
1.3405	-1.9264	-0.7626	-0.6486	-0.8980	-2.3100	-1.3831	1.2996	-1.8065	-1.8026	1.6564	1.8625	-1.2819	-2.9472	1.2007	0.3842	1.3319	-1.9377	-0.4934	-1.9382	3.4793	-1.3804	-0.2542	-0.3449	-2.3460	3.4087	-1.7022	0.3832	2.5676	0.3352	-0.8034	0.2359	2.9799	-5.5608	-0.1315	-0.1841	2.7159	-0.0178	-2.9376	-0.3951	-1.7724	2.0648	1.6136	-8.1774	1.8216	-2.3275	-7.1630	-6.9034	6.4438	-3.6481	9.4038	-0.9883	-5.7843	-0.8463	4.3238	2.2242	4.6830	1.2358	0.4497	-1.1341	-2.5720	4.1019	-9.6634	0.4110	1.9055	8.6388	-3.0581	-2.3775	-0.4893	4.0754
2.5682	3.5760	0.5147	-0.6840	-0.5774	-3.1988	-1.4688	-0.9592	1.1703	0.6580	-0.3004	2.5374	0.1661	-0.4307	3.5603	2.0491	1.9358	-1.9100	2.1718	-2.5775	1.5970	0.4729	-2.3983	-6.5053	2.2297	-2.2386	0.5653	-1.1454	-0.3266	1.1807	6.5130	2.5175	-11.0162	-1.2616	-0.4064	10.0378	3.9937	7.8406	-1.2541	11.5428	-8.8726	1.5868	-2.6885	0.6733	1.5128	-0.0432	6.5472	1.4402	12.1077	0.9150	-9.4084	-16.4312	-1.1989	-0.9630	10.7767	-1.3585	-9.5337	11.3967	-9.0516	-6.9315	7.4665	-0.1953	9.4305	24.5700	10.7457	5.8590	-4.6898	7.9784	2.7053	-3.1976
-0.3231	-3.3771	-0.1704	1.1847	2.6966	-1.4134	-0.7440	-1.3506	1.0368	0.0347	-0.0978	1.0242	0.3673	-0.4986	-0.8686	-0.5755	-0.8621	1.2536	0.5779	-0.0417	-0.7937	-1.1652	0.0618	0.0908	-0.6068	-2.9568	-0.1354	-0.1081	0.5673	-0.9115	-2.0338	-2.6038	1.0995	3.1863	-1.1808	-2.9594	1.7247	0.2406	1.6041	-0.7099	-1.3518	-1.7697	0.4699	2.9258	0.1736	-3.7366	-5.8947	-2.0746	3.8944	-3.6806	6.3875	0.2819	3.3058	-3.2639	-0.6885	-3.6889	-1.1980	0.0369	12.1604	-4.5505	-3.7850	0.8908	2.7642	-3.9489	-10.8508	-4.2679	-3.8171	8.8307	-0.6804	-4.9994
1.2044	0.4485	0.9795	0.3296	1.2876	-1.3382	1.1020	3.2594	-0.6528	-1.2421	2.6429	4.6621	0.4090	0.3687	1.3587	-0.3570	-0.5586	1.7511	-0.9010	0.5399	-1.5434	0.2028	3.1755	-3.0791	-1.4048	-3.1080	-0.7159	0.9373	0.7452	-2.4504	1.6567	-2.3928	-1.0985	6.8843	-1.2553	5.0662	3.4593	6.3662	-5.6966	7.3468	-6.0093	3.4712	1.3404	2.6162	-2.3149	-2.3675	-2.5722	-0.0844	6.8045	9.9711	0.3404	-0.5594	-7.0520	-1.1823	9.4281	-1.5306	6.2321	0.7525	6.7651	-1.4662	0.2300	4.1799	1.8011	10.9793	-4.7233	0.1514	-5.7710	6.6674	5.4555	3.1307
-2.9218	3.4357	-1.8252	-1.2230	-1.6081	2.0376	0.3242	0.8814	-0.3226	0.3102	2.3842	-2.8131	2.2939	0.2398	-0.4779	-4.1675	0.1754	0.4323	2.8286	0.6949	-5.2457	1.3460	-0.5664	-2.1136	2.9042	0.9559	2.4585	0.0765	-1.2795	-2.5844	4.0432	0.0736	-4.4818	-0.4419	-0.6879	7.5475	-4.5433	4.7650	-1.1290	11.6474	-5.4215	-2.9833	-1.3549	-1.2537	2.8657	3.0896	7.9005	7.0220	7.5178	2.8963	-5.0028	1.9066	-12.3393	6.4169	1.7965	6.5913	-3.3632	5.2693	-12.4481	15.1331	6.4605	-8.2108	3.0150	-0.5650	8.9614	-3.1756	5.6418	14.7792	-0.0144	3.9862
0.7038	-2.6746	-0.2630	-1.8133	1.5535	1.1001	-2.1669	1.0377	-1.7545	-1.3473	-0.2301	-0.9321	2.8506	-0.8209	-1.1257	0.1764	2.3221	-1.8447	-1.2402	-2.4002	-1.9559	1.5358	-1.7057	1.9114	3.8771	-0.4351	2.6302	0.8301	-1.2044	1.4130	-2.7665	3.8243	1.3182	1.4168	0.6446	-1.6430	-3.8770	1.9245	-6.9023	-1.8362	-2.6114	0.1960	-4.6943	0.3036	2.6613	-4.4086	0.4216	-1.2586	2.9615	5.5847	-2.6534	-3.2016	2.9617	-5.3864	5.5547	-5.8703	-4.4392	6.3629	5.9709	4.7569	1.9688	-4.5910	0.5044	-2.7507	-5.8927	-5.4172	2.8889	9.0393	1.3599	-8.3299
-1.2527	-1.8264	-0.0598	0.0053	0.8209	1.7391	0.6850	-1.4389	1.2961	-3.3227	0.2777	-2.6181	-2.3487	1.2777	-1.5778	-1.5844	-1.1527	3.2230	0.2854	0.7524	-0.7742	0.1520	1.2741	2.3526	1.1948	-1.7956	1.1669	-0.9613	-0.5577	-0.5479	-4.5421	-1.4574	3.8038	7.4694	0.5756	-5.9630	-0.6453	-0.9977	3.6186	-8.8348	1.6230	0.7566	-0.3377	2.5410	-2.2365	-6.4009	0.7855	9.4039	-2.3401	-9.7957	-7.3075	-0.6282	12.7551	-8.2627	-6.0990	-15.0163	-2.4750	-8.6607	10.8425	-6.0045	-2.1792	-2.4156	-3.1697	-10.0359	-10.0133	-5.8657	1.8980	7.3275	11.0289	-7.0530
0.4736	-1.3123	-0.1868	-1.3847	2.4196	-0.1091	2.8055	-0.9268	-0.3495	2.5003	-0.1771	1.1766	-1.0450	-0.8647	-0.2685	-1.4593	-3.1007	3.1195	-1.1484	2.2663	1.7987	0.3266	3.1353	0.2731	-1.7651	-2.0695	0.5630	-1.6593	0.1584	1.0622	-1.3912	-3.4904	1.7146	4.7457	-0.4059	-3.4865	0.8464	-0.6599	4.0203	-5.1711	2.2620	0.8756	2.3167	1.4937	-1.8902	0.7606	-4.6653	-0.5247	-2.0955	-6.7057	0.9356	4.3001	6.2026	-0.0491	-0.1758	0.9422	2.8815	-7.2522	6.2664	-5.1250	-4.9398	4.5212	1.3557	-4.9049	-3.8734	-1.9430	-0.4788	-3.6616	8.8574	2.7162
0.9466	-1.5220	-1.3793	-0.4610	0.4028	-2.1429	-0.5258	1.2786	2.1210	1.2800	2.2958	0.0019	0.4719	3.5944	-0.8653	2.3274	-1.2918	2.4509	2.6024	-0.0640	-1.7195	0.7689	1.2356	0.5099	0.5611	-0.3728	0.8918	-1.5025	-2.6770	-1.5228	-0.6456	-0.6156	-3.1623	-3.1683	-0.0020	4.4192	-1.3546	4.0672	-1.7042	3.8051	-5.0396	2.4891	1.2088	-2.3081	-0.2769	-5.3739	6.1442	8.4561	7.3106	-2.6081	-7.5923	-10.0658	-0.4497	-4.5758	-1.0939	-13.1337	-4.2909	-0.5600	-1.5627	5.0429	11.5602	2.6206	0.8403	5.0021	2.8973	-0.3921	2.4304	8.4807	15.3888	-1.5413
0.1635	1.1806	-2.2385	0.9869	-0.2232	-2.3742	-0.3778	-2.7560	-1.6259	5.8525	1.3506	2.7959	-0.0915	-5.2614	1.1511	0.5607	-0.0723	-1.4699	-1.5360	1.8383	1.4731	0.4347	5.7942	-4.2470	-0.1572	1.9265	0.4201	-1.4024	0.4782	1.0046	1.1276	0.1441	-2.7454	-12.5845	-0.3874	0.2354	-2.0261	4.5135	7.7510	-1.9838	-6.6983	1.6667	-0.1519	-7.3803	0.5242	-11.8377	-2.5641	-6.1875	8.3689	-20.0319	2.0641	-17.3340	-1.7142	-15.8973	12.2411	-14.3281	-3.0644	-0.0945	6.3056	4.6169	10.4037	-0.6175	-2.0319	-2.2683	-4.4396	7.1951	2.7875	-8.3544	5.8851	-0.0499
-1.6094	-0.1576	0.3104	0.4970	-0.8014	0.5825	-1.5568	-0.5813	-0.7093	-0.6707	0.7630	0.8428	1.5353	-1.1591	0.2197	-2.9784	2.5530	-4.7616	0.1453	-2.4306	1.1011	0.2190	-1.6250	-0.9155	4.0666	-1.4283	-0.1561	1.4344	0.0599	2.6426	-0.3371	3.8828	0.0088	2.9818	0.4053	0.3781	-3.3622	1.1104	-3.7784	-1.5849	-0.3628	-1.0653	-4.1351	2.7068	1.8422	-2.8788	3.0902	-1.5082	0.8538	3.4728	-1.7283	0.1104	4.7793	-2.9342	0.9140	-1.7716	-5.4089	4.0593	5.1042	-1.7484	-0.8598	-10.7556	0.5779	-0.3029	-6.4245	0.8530	3.9200	1.2090	-13.6378	-9.0929
1.3017	-1.9867	-0.9187	-2.0374	-0.0467	0.3154	1.2655	0.5131	1.2132	-0.1584	0.6883	0.3563	-0.5502	0.3521	1.1772	0.6801	-2.7252	3.6103	-0.1778	1.3225	-2.3449	2.0745	3.3256	0.9708	3.0517	0.6308	2.6267	1.1726	-1.7254	0.2495	0.6272	1.2488	1.0860	-0.6651	0.8807	-1.0439	0.0771	3.5595	4.0418	-0.3456	-4.3105	-1.3063	-0.6057	-0.8069	-2.9672	-5.4221	3.4857	8.3348	6.6401	-8.0476	-4.9237	-2.7593	-1.4816	-7.3973	8.9548	-10.4647	-6.3293	-2.2301	2.4707	4.8109	5.1061	-1.0064	-0.6346	-1.5106	-6.0029	-0.4878	-1.5455	6.7364	11.9933	-5.6857
1.2951	0.8755	-0.1213	1.5150	1.8251	-0.9469	1.6598	-1.5844	0.5658	0.2989	-0.2322	4.4565	-1.7579	-1.0938	-0.3940	0.9549	-3.4737	5.9344	0.9312	2.5689	0.1968	2.6753	3.1453	-0.9207	0.4314	0.1609	3.0793	-1.1366	-0.2750	3.0910	3.4267	-0.9482	-6.2928	-2.1596	2.2384	4.0828	-0.6507	3.2751	9.3035	4.0639	-2.4186	2.4698	0.9809	-2.6661	-2.4849	-0.7944	-4.0180	-1.8910	2.2041	-7.4298	-5.3454	-9.9916	-0.4837	-0.6494	8.6017	0.6853	-5.3895	2.0941	2.2738	3.3065	8.2354	0.0373	3.0316	3.5584	-3.6688	-1.1276	-2.2068	1.4716	10.5368	-3.0072
0.4214	-0.1724	0.0999	0.7197	4.5285	1.1935	-1.2874	1.3360	1.5443	0.6214	0.1264	-0.3748	-0.3163	2.0721	1.7567	-0.0651	1.9432	-4.0097	-0.7443	0.5598	-1.2420	1.1954	-1.0404	-4.0930	-0.6134	-0.8314	1.3455	1.6405	0.9419	-0.4324	-1.6318	-0.4438	-1.7252	0.0849	0.2903	1.2126	0.1394	6.7989	-0.8245	1.2160	-8.2781	-2.9145	-4.1773	1.4027	3.3716	-7.1715	-1.2651	-5.7100	8.4444	-4.1512	-1.7862	-9.0240	2.1785	-7.8058	9.6677	-14.6834	1.6148	6.8374	12.0195	-1.7973	6.0038	-0.0462	0.8201	4.5135	-12.3924	1.4481	-1.7895	6.6743	1.4160	-7.3399
3.4625	2.9585	-1.7044	1.9679	0.9645	-3.9309	-1.6632	1.1002	0.7963	-0.1079	-0.7886	-0.3322	1.7068	-0.5762	-1.2429	1.2492	0.3788	-0.4659	2.5773	-0.3837	-3.8132	-2.5987	-5.4965	3.6281	-2.2403	0.5644	-2.2937	0.4183	0.6663	-6.6253	3.0762	-0.4106	5.2134	-8.8069	1.4542	-4.3744	4.3562	-6.6636	-1.5599	-6.4014	8.5193	-0.5661	0.2322	-2.7710	1.6442	1.6596	2.5476	-2.6503	-7.0684	2.0207	0.4210	7.3024	-1.7165	3.5484	-4.1966	4.0113	6.1866	-1.0148	-11.7024	-2.9475	-4.9192	8.4825	-6.6149	0.2512	17.4820	4.1301	-2.5401	-8.8479	4.1645	13.4120
2.5722	-1.2535	3.2373	-2.1921	-1.5217	-4.7385	0.3522	-0.3984	0.8457	-1.1335	1.7993	7.5113	1.9883	0.2835	-0.3772	0.2602	-2.1234	4.4317	2.0506	0.2526	-2.2905	-1.1203	1.2769	2.0113	-0.0620	-1.1568	-1.5053	0.3458	2.0635	-3.7599	-2.6590	2.3739	5.9176	-1.5326	-0.9978	-6.3016	6.5628	-0.8395	0.7679	-11.0575	-0.6726	-1.0544	0.3063	1.2439	1.5525	-9.0711	-2.5913	4.6740	1.4628	1.4362	8.9067	2.6761	6.4665	-12.9931	-4.0685	-17.3122	-0.0825	-7.3355	13.4412	-16.5017	-7.8811	-0.5594	-5.8754	3.6064	-10.3738	5.1567	-8.3004	0.4862	5.7451	-7.6703
2.0229	-0.4487	-0.2031	-0.6249	0.9898	-3.2634	-1.9801	0.1635	-0.0498	0.0583	0.8798	5.2133	-2.6996	-0.3301	0.2129	1.4341	1.1259	-1.7761	-0.5239	-1.7440	-0.4019	0.4367	-2.1292	-2.8467	3.6705	2.3090	0.4988	-0.9300	-1.3952	-0.5316	-2.8236	3.9381	-3.6602	-9.9651	0.7944	3.7699	3.8491	2.0574	-3.1411	5.4318	-2.0495	0.8628	-2.2585	-8.0742	3.1092	4.3105	6.8829	5.3204	1.3993	11.1249	-9.4479	-1.0447	-6.9953	6.0595	4.4621	9.2098	-5.9635	7.0346	-25.3653	-0.2341	2.0951	-2.0296	-4.0019	4.3028	25.7760	4.0166	-5.1038	-4.2957	0.6507	6.7549
2.0862	2.8052	0.2513	-0.0564	-0.6358	-2.9255	2.0788	-2.8438	-0.4747	4.2867	-1.5260	0.0905	-0.8555	-3.2841	-1.0954	-0.0580	-1.2690	2.8552	0.0850	3.5427	0.3561	0.5822	2.4689	2.3225	0.6546	1.2847	0.5622	0.4757	1.4673	1.1838	2.8311	0.4319	1.9268	-5.6360	0.0267	-3.8518	4.4876	-3.5072	7.8252	-2.9576	2.3110	0.0714	1.6450	-0.8495	-3.3016	-0.0290	0.2943	2.1250	-1.4195	-11.6234	1.5393	-2.5294	-4.5897	-1.0885	1.3323	5.9861	-1.8760	-7.2674	-4.5650	-2.3490	-1.4999	2.8423	-3.9206	-4.4694	8.4875	5.8038	-8.3222	-15.0172	4.9661	5.5214
0.3733	6.4683	1.8370	-1.0933	1.0081	-0.1387	1.7706	0.1433	0.9998	0.1407	1.1985	0.6752	0.3555	1.1623	-0.6129	1.1302	-3.6957	4.2490	-0.9801	2.7475	-3.0229	0.0970	-1.8895	-0.3668	-3.7434	1.3080	0.0097	1.6360	-0.2715	-1.8363	7.8214	-8.2572	-8.7400	-3.9096	-0.0543	7.6209	1.2114	1.1711	1.9553	11.5107	-1.9883	0.8474	3.2505	-2.3251	-0.1185	6.5259	-3.1705	-2.7810	1.9948	5.1492	0.4605	-8.5420	-9.5304	9.8874	0.1051	10.9555	5.1839	1.5391	-5.7571	5.2759	8.1939	3.3617	6.3285	9.8246	5.5826	0.9068	-1.5438	-2.5819	-4.4042	7.7474
1.9375	1.1103	-1.8456	0.9686	-1.7358	-2.5508	0.3937	1.0016	0.5974	-2.2319	-0.5068	2.7209	0.6299	-0.5255	-1.1461	2.1717	0.8847	-1.3416	-0.1897	1.2253	-0.2997	-2.4846	-1.0787	2.0520	0.0661	-1.1018	-3.8321	0.9219	-0.4033	-3.2975	-0.8280	5.3179	-1.4068	3.5614	0.4457	5.1676	-0.3860	-6.6342	-1.1496	5.9240	10.4678	-0.8055	0.8524	0.9063	-1.1190	16.5555	7.3037	7.1804	-15.0544	11.1998	-3.8839	11.6811	-5.8402	21.7898	-8.7514	29.3015	0.7880	0.2783	-31.8641	-0.7378	-7.4231	1.6558	1.7364	10.5429	28.7273	4.5065	3.5614	-20.0431	-12.4051	17.7869
