X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
-2.8698	0.6022	5.3174	1.0375	-0.9968	-2.2223	-3.5770	-2.9076	-3.9312	-0.2987	-0.6014	-0.4463	5.0546	2.8822	1.0699	11.1092	-1.8018	2.7632	9.7016	-0.0499
1.5733	0.1827	-3.1613	-1.9854	-0.6194	0.0336	0.5469	-1.6438	-2.1910	0.5485	-1.4355	-0.5447	0.6867	-2.2204	-0.7135	-0.2700	2.0246	1.9158	-9.5220	1.2102
1.1243	1.4816	1.4819	-0.4288	-3.3813	2.2792	-5.0458	-1.0953	0.4216	-0.6052	-0.7252	1.1478	2.2138	-4.0955	2.0173	3.9973	0.0629	-1.0186	-3.0167	1.6762
2.1902	2.3269	-2.9238	-3.0081	-4.9344	2.2469	-5.3016	-0.5956	0.4258	-1.9019	-1.8351	-2.3734	-0.6882	-0.1217	1.6216	-5.0930	-1.1407	-2.5154	-5.7127	2.3719
-0.1089	-1.1688	0.8379	1.3483	2.1731	-1.6042	1.8265	1.8919	-0.3126	0.8669	-2.6551	1.1696	-5.1175	2.4075	-0.3959	2.0442	0.2333	0.5067	-0.7060	-0.1966
-0.7219	-1.4489	-0.1579	0.0813	0.3941	0.8113	1.1688	2.2631	-1.3812	-0.7405	0.9639	1.4851	-4.1175	-0.5568	1.1435	-4.8578	2.7421	2.6346	-2.1660	-1.3069
-1.1032	-0.1356	1.6484	-1.8455	0.0250	0.7409	-0.4957	-0.8146	0.6937	0.6097	-3.5824	-1.6606	-1.8118	-2.0474	-0.6075	5.1312	0.1536	-1.0220	-1.1989	-0.7784
3.6846	-1.4091	-9.1721	0.0402	-0.0861	0.5712	1.4478	4.9305	-0.3790	-1.4294	-0.2899	2.9227	-5.5972	-0.2174	-0.3831	-20.1853	2.9062	2.8633	-8.7657	-1.2561
1.7305	-2.0115	-5.2502	1.7899	3.5903	-4.6310	5.1666	1.3672	-3.8281	0.1212	-1.3952	4.9886	-3.9632	0.4494	-1.1367	-9.6325	2.8279	5.9927	-5.2910	-1.0188
1.2931	-2.8033	-2.6172	-1.6926	5.6848	0.4594	1.7555	1.0951	2.6059	-0.9113	-1.9425	3.3203	-4.8684	0.0354	-0.4196	-6.5474	0.9489	-0.8174	-7.1922	-1.8874
-3.4866	3.3545	4.6345	-4.1391	-3.8513	4.5736	-1.9597	-7.0288	3.5721	0.3037	-2.5467	-5.6896	3.9181	-1.7591	0.1514	16.9614	-2.1976	-4.7158	4.3547	2.8906
0.0407	-0.2195	0.8126	1.3830	-1.9314	-0.9951	-1.2798	0.4656	0.6610	-1.1894	-2.2267	-0.9068	-2.2390	-0.6267	0.8988	-0.5445	-0.5676	-2.1946	4.2731	3.6148
-0.1626	1.3875	-0.1322	4.5968	3.2080	-4.3550	4.7332	0.7782	-3.9597	0.4326	0.9828	-2.6402	-0.0531	2.7722	0.5658	0.6440	-1.9983	2.3585	3.3357	3.4316
0.4796	4.7675	1.9293	-1.5730	-2.8532	2.3757	-2.7467	0.0018	1.7541	-0.0614	-0.8206	-5.6423	-2.1174	-3.8853	-0.8889	2.1628	-4.4825	-7.2668	0.0906	5.8235
3.8260	-2.1519	-7.2561	2.9706	4.8740	-4.0548	4.1677	9.6394	-4.4874	1.6300	0.7240	4.3665	-11.6300	2.1859	1.6375	-18.9886	-0.7348	6.0105	-3.1951	-3.2977
-0.4308	1.1064	1.1206	1.0107	-2.1620	-2.1366	-3.1433	0.5697	-1.2211	-0.0971	0.8212	-1.1189	-0.2058	2.4152	-2.3978	1.7941	1.5083	-1.4983	1.8628	0.8665
-0.5288	1.0128	2.8209	0.1664	-1.2008	1.3692	0.6104	0.1439	1.8302	0.1148	0.9654	-1.0847	-0.0038	0.0831	2.3304	2.8422	0.5179	-2.3484	-0.7804	2.2482
-0.1179	-0.6224	-0.2669	-0.1472	0.8997	-0.1461	2.0632	-0.4126	0.1835	-2.1195	1.6043	0.8058	4.8123	-1.3872	1.8497	-3.7605	-0.0244	0.3285	-0.3611	-0.7604
0.9846	1.1881	-3.3062	-1.8857	-2.4955	3.6270	-2.2365	-1.6966	3.8804	2.7701	-0.9281	-0.9879	3.2355	-0.3971	0.6445	1.9880	-4.6838	-4.2493	3.3419	-0.4499
-0.2081	1.1169	0.7015	0.3132	-0.6316	0.4060	-1.6484	-0.6203	0.4122	-0.9782	-0.1146	1.6603	-1.7239	-2.0634	-0.9565	0.6141	-1.4191	-2.2789	2.2716	1.9125
-1.1560	-1.6261	-0.0079	0.6859	2.4516	-1.0729	-0.5377	-4.6729	-0.2256	2.4413	-2.6185	0.9302	3.4010	0.7244	-3.0095	8.2707	-0.2585	1.8519	4.4919	-1.7294
-0.2380	0.3268	-2.7562	-1.0453	-1.9963	0.5504	1.0698	2.0879	1.6325	0.2719	0.4115	-0.3441	-1.0584	-0.8869	-0.2832	-8.1012	1.4501	-1.4731	-1.9158	0.6922
0.8155	-0.9083	-0.4094	-0.5785	2.6694	1.8055	3.9811	3.9070	1.3036	-0.0727	3.3915	0.5102	-2.1794	-1.6812	1.2346	-5.1620	1.8805	-0.6247	-7.8042	-1.8620
-1.4799	0.6953	1.6120	-3.3622	-0.1110	2.5443	-1.1585	-1.1621	2.0286	0.8562	-1.3064	1.5167	-0.5330	-2.3190	-2.1821	4.4002	0.0938	-2.3729	-3.5922	0.4211
1.5528	-1.1522	-1.7014	-1.1992	-1.3214	0.3487	-0.8927	-2.1624	-0.3522	1.9582	-1.3337	1.9335	-0.4530	2.8272	-0.8327	3.1148	1.4969	4.6973	-3.5442	-0.3470
-0.0161	-0.7818	-0.6638	-1.7267	-2.1726	2.9786	0.4914	-3.3480	2.8352	1.5618	-1.0422	0.2725	3.3411	0.1840	-0.1819	6.5443	-2.0053	-2.7638	5.6059	0.3191
2.4169	-1.7942	-8.2271	3.6685	2.4989	-5.7166	1.7461	3.3084	-6.3399	-2.0091	-0.8551	2.7689	-6.6395	5.9262	-1.9942	-17.7800	0.3603	8.0270	-0.7370	1.5223
-1.5276	-0.3371	0.5630	-0.2800	-2.9001	1.0252	-0.4644	-5.7071	1.5327	-0.5994	2.4389	-0.7435	10.1925	-1.7462	0.9854	6.0701	1.6813	0.1488	2.5128	-1.3165
-0.7549	1.0837	-0.2851	-3.1986	-0.1331	5.3267	-1.4518	-1.3418	5.9023	0.2055	0.2746	-0.1095	3.5421	-5.3641	1.8165	2.1997	1.7245	-9.3826	-8.7974	0.6993
-0.8619	-1.5266	-0.9140	-1.7134	0.7815	2.8295	1.4365	4.7949	1.7148	-0.4890	0.9661	1.1832	-2.9908	0.3127	0.0839	-7.9878	0.1433	-1.3785	-1.1778	-2.3680
-0.4415	-0.7370	0.0365	-1.2499	2.9122	2.4372	4.5631	0.2021	1.9144	-0.7672	-0.2910	2.2687	-0.7874	-1.4128	2.0246	-2.4285	1.2868	-0.2826	-3.4552	0.2843
2.4716	1.4153	-0.8644	-2.6415	-2.8009	2.8890	-0.8896	2.0707	4.2970	-0.9594	-0.3381	0.4969	0.4041	-4.4760	1.8849	-3.7148	1.5765	-5.1877	-10.6461	1.0989
0.5670	-0.5778	-1.2416	-0.4749	3.2566	0.9903	2.9766	4.1888	1.0618	0.0042	-0.3126	0.0323	-6.1496	-0.8454	2.2709	-7.9870	-0.7801	0.0579	-2.5537	-1.5080
-1.6476	2.0494	2.2211	-2.5835	-3.4265	3.8999	-0.6717	-1.2492	4.2718	-0.3035	-3.3997	-3.0118	-0.9212	-3.1130	0.9108	3.1413	-2.9009	-10.1538	4.2559	-0.0123
-1.8422	-0.1699	2.1742	1.5246	1.8613	-4.7528	1.2102	-2.9414	-5.0579	0.0781	1.9598	-3.5099	9.6946	4.9060	-3.5714	8.3753	-3.5984	7.4675	6.8115	0.6748
-1.4883	-1.7496	-0.0636	-3.4159	2.7805	4.2366	1.4485	1.3573	6.0018	1.5381	0.5478	2.0609	-2.0190	-6.0373	-1.8961	-0.5131	-0.1738	-3.1652	-5.2261	-1.0540
0.8113	3.8641	2.3220	-4.3099	-2.0290	3.8649	-1.2196	0.2283	4.1980	-2.4880	1.5386	-5.8073	2.3746	-1.7481	0.2704	-0.0637	-5.2913	-9.7885	-3.6157	3.5364
0.6467	-3.6267	-3.1693	-3.1579	2.8077	3.6390	1.0960	2.2413	3.6073	-0.0034	-0.4958	3.6403	-3.9238	-3.4506	-0.0716	-5.8007	1.1322	0.8983	-8.5651	-5.4589
0.1797	3.0824	-0.0913	0.0963	-4.5975	-0.5320	-3.6124	-0.9529	0.4027	0.5871	-0.5312	-7.7235	-2.0670	0.7005	-0.1637	4.0139	-2.4148	-6.4214	4.8986	0.0154
0.0089	-0.9179	-1.0945	0.4013	1.6228	1.9736	0.7377	-0.6283	1.6082	-2.3185	-1.0363	3.1275	-0.6108	-2.8454	-0.6979	-1.8562	3.0408	-1.7365	-4.5742	-0.1809
1.8315	1.0440	-2.7551	-0.5043	-1.8296	1.2278	-2.0769	2.0147	1.4991	0.1198	-2.1866	-0.4802	-7.1521	-0.0119	-0.6632	-4.8448	-0.6152	-4.1921	-2.2123	0.4588
-1.4078	-0.8389	-0.5912	-1.2453	-0.6604	3.0977	-2.1766	-2.5335	2.8257	0.4885	-0.5412	-0.4241	0.6391	-2.8748	-1.0910	3.0721	-0.8371	-2.5720	0.5839	-1.1183
3.5229	2.4788	-3.7167	-1.8123	-3.1921	2.6150	-2.0053	3.7054	3.4901	-0.3747	-0.5350	-4.9294	-3.9743	-1.2739	-0.9147	-10.1034	-2.3478	-5.9290	-3.6818	2.5212
0.6629	-2.3843	-0.5620	1.7829	5.5591	-3.1158	3.8710	0.7430	-2.8704	0.0015	-0.5170	4.6108	0.4842	4.1210	-2.6210	-1.6153	1.6716	4.5246	-3.2048	-2.2891
-1.1991	3.5032	-1.5797	-1.2074	-0.3796	-0.2443	-0.8990	-1.5503	-0.6558	-0.8203	1.6296	-4.4848	3.4750	0.9186	-1.3679	-0.4385	-2.1659	-6.8435	1.1324	3.9601
-2.4168	-0.9899	1.4992	-0.3532	-0.5986	0.5854	-1.1956	0.0601	-0.2203	2.3857	-1.0112	-0.0317	-0.4123	0.8153	-0.3957	3.6523	0.0773	3.6734	4.5201	1.3376
-0.2195	1.6418	-0.1526	-0.7697	-1.7932	-0.4521	-2.3845	-4.2177	-0.1990	0.2063	-3.7507	-4.5829	-3.4921	-1.9507	0.2638	4.1506	-4.5415	-0.4507	5.4955	0.3847
-0.3798	0.0866	0.8162	1.2989	-2.2492	-2.1000	-1.7259	0.1962	-1.5450	-2.2541	-2.2279	-3.5852	-2.6476	1.6543	0.2695	-1.8342	-2.0226	-0.0981	7.1877	0.5007
3.8404	1.8442	-4.7357	-1.3218	-0.1710	2.9912	-0.7102	7.9104	3.7424	1.0267	2.8552	-2.8260	-2.9888	-5.2909	-0.8702	-13.9357	1.0088	-5.4897	-13.0570	2.5297
3.0763	0.5024	-6.2913	-0.2955	-1.0022	1.2916	3.6560	6.3728	2.8468	-1.8507	-0.0578	-4.6003	-6.9998	-2.0288	-3.1990	-17.7409	-0.8307	-1.0887	-4.6195	1.3629
-0.4706	0.0550	-0.1606	-0.4544	-1.9675	0.9212	-0.0388	-0.3710	1.3353	-0.8330	1.5243	-3.1486	3.5209	0.3808	-1.7689	-1.0734	-1.0969	-1.7201	2.3084	-1.7310
0.2185	3.9008	-3.8076	-0.4978	-5.8402	-0.9902	-2.1237	1.0799	0.6068	-3.0409	1.2030	-7.1989	4.7101	0.0792	-3.1959	-11.8426	-3.4891	-4.8106	4.6174	1.2420
0.0150	0.5311	0.0493	1.7317	-1.1019	-4.5193	-0.8101	-1.0320	-6.4404	0.5308	1.8006	1.8523	4.2371	7.1105	-1.7300	1.1078	0.9999	1.0665	0.1929	-2.6876
0.3565	2.5960	-0.5766	0.1312	-2.2690	-2.2022	-1.1247	-0.6142	-2.0516	-2.5422	2.3356	-5.5373	0.2829	0.8595	0.1503	-4.3781	-5.7532	-1.7176	8.2917	2.9935
-2.5553	-2.9810	4.3317	2.8338	1.3314	-4.1306	1.7369	-2.2467	-5.0976	0.1911	0.2727	2.0991	5.7846	2.4805	-0.7578	9.5200	0.6275	8.9772	8.3840	-2.4775
-1.2684	-0.8880	4.8401	-1.9081	1.4445	0.7383	0.1531	-2.1469	0.8222	-0.8282	4.3701	1.1467	10.4432	-1.9036	2.0389	8.7371	2.8951	-0.9300	-5.4160	-1.1823
0.0236	2.0967	1.8867	1.2967	-0.7442	-0.0795	-0.9974	-0.0122	1.6395	-0.3888	-0.9889	-0.4653	1.4463	0.4477	-0.2270	1.2969	-0.6938	-4.2105	-0.3605	3.1613
-2.2338	0.9268	4.9137	0.4856	0.7275	1.6424	-2.7019	-0.8031	0.3690	-0.1019	0.2240	0.6320	2.1744	-1.7090	1.6558	7.4528	0.0090	-2.0202	4.4682	1.1438
1.4196	-0.8478	-5.9614	1.6236	3.0189	-2.4230	1.1758	3.5216	-3.0779	-0.3126	0.2462	1.6733	-3.2974	0.6379	-0.0374	-14.6497	1.1330	6.8866	-4.4215	-0.7863
-1.9117	0.9223	3.8380	0.2054	-2.6396	0.8501	-1.1595	-2.9874	0.9670	-1.8081	1.5932	-1.5887	6.9943	-0.3301	2.4433	7.4635	-1.2341	-1.2534	7.3367	0.8012
0.3443	-0.6057	1.5460	-1.1571	1.7952	1.9356	-0.3819	1.5904	1.2816	1.4012	-0.1640	2.6316	-1.1340	-1.5368	-0.8345	1.4440	2.5465	-1.3197	-5.7962	-2.0860
0.3890	-1.6003	1.3283	-1.9364	2.4783	3.5026	1.7029	-0.1294	2.7252	0.7455	1.0057	1.0640	0.5221	-3.2490	-0.7732	3.1024	0.8192	-3.5075	-4.8785	-3.1100
-0.4829	-2.3747	-0.5575	0.6831	-1.1669	-1.3529	-0.0324	1.0790	-0.9089	-2.0434	2.4831	2.6365	4.1404	2.5755	1.4946	-4.8884	2.7146	2.2587	0.6884	1.7768
-5.8889	-0.0336	6.2069	0.6321	3.0466	-1.8661	2.5484	-6.2525	-1.8092	2.3291	0.7320	0.2460	11.3177	4.1541	0.5901	18.5674	0.1519	3.7277	7.5427	-1.0730
0.3651	-2.4434	-4.5014	1.2600	0.6386	-1.7810	0.4504	1.2449	-3.2710	0.4634	1.4014	3.6787	-0.4914	2.0424	1.8353	-8.2305	1.2807	5.5601	-0.3336	-1.9052
0.6098	-2.0641	3.2347	-0.4125	1.9619	0.4330	1.6965	0.2583	1.4924	-0.0788	1.0789	2.4843	1.9647	-0.2405	0.8863	4.4820	-0.6718	1.9394	0.3149	-0.4685
2.3417	0.0384	-4.3616	-0.4704	-1.8823	0.1513	-3.2042	1.3827	-1.1293	0.2574	-0.6025	-0.1145	-1.0699	-1.9534	-1.7296	-7.3210	-0.5353	-0.1927	-1.3318	0.0265
-0.0352	-0.2839	0.3463	-0.2639	0.5991	0.9231	-1.5951	-1.3634	1.0577	0.3805	-0.1012	-0.4824	-0.9212	-4.3269	-1.9908	3.6460	0.0232	-1.7911	1.2373	0.9253
1.3474	-0.6352	2.1024	-1.5604	2.8579	0.0461	1.7026	2.3077	1.1449	-0.9939	1.1314	-1.3723	-3.6141	0.5281	-1.9564	-0.5156	-0.8505	1.7625	-6.0727	-1.6473
-2.8706	-1.3926	2.2828	-2.7005	-1.1056	1.3475	-0.3185	-5.9651	3.1905	0.6806	-1.2608	-0.2854	8.7967	-0.9635	-0.2576	10.7459	0.7748	-2.6704	1.5723	-3.5518
1.0767	1.3224	-1.4329	2.0526	-1.6633	-3.7162	-2.1377	-1.4913	-6.2663	0.3159	-1.6877	-1.7069	-0.5999	8.1336	3.1684	-1.1227	-2.9429	8.3905	7.2159	0.7751
1.8055	0.0858	-1.4600	2.0281	-1.4101	-3.9143	3.4826	2.8919	-4.8892	-0.5612	1.5808	-0.3049	-2.3002	7.1032	1.1950	-5.1642	-0.1606	6.6036	1.1057	-0.4210
2.1988	-1.4554	-3.2886	0.3263	3.6640	-0.0696	2.6674	4.9388	1.4802	-0.8805	-0.2798	3.2069	-6.6433	0.5537	-2.8940	-12.3094	1.6767	-0.8388	-6.5476	-0.8103
0.4746	-0.8326	-2.2521	2.8278	2.4969	-4.0380	3.0511	0.4261	-4.3577	-0.9510	1.8770	2.7022	2.1181	3.3768	-1.9565	-4.7490	0.7662	3.9849	1.1161	-0.2978
