X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50
0.6370	-1.0896	-1.5688	4.5655	3.1301	-0.0697	-0.6979	1.0754	1.5014	-3.8022	0.1799	-1.8992	0.5223	0.7080	-0.7042	5.1966	-1.4592	-2.1412	-0.9111	0.3678	-1.5073	2.4520	2.9205	0.3656	-0.1809	5.5160	1.0434	1.0037	2.2020	-1.9095	1.2398	0.8885	-3.5519	-0.0207	-1.8018	0.1762	0.4587	0.3694	-1.4766	2.9894	0.0671	3.3213	-0.7370	-1.1313	2.3589	0.0894	2.6917	-1.6672	3.3154	-0.0196
1.3442	0.8465	1.0238	5.5185	5.2111	-0.3596	-1.5809	0.3489	0.4591	-3.0827	0.9746	1.4043	-0.3198	0.9254	-2.0125	2.9279	-2.6253	-2.8290	-2.6002	-2.5568	0.8450	-2.6121	-1.8040	-0.1697	0.5491	5.1887	1.2657	1.8933	-6.0702	-4.2416	3.3865	-0.6282	7.3876	1.2040	-5.9492	-6.1364	-20.2830	1.2864	0.8766	5.0194	-3.0387	5.6623	-0.0454	9.9235	15.9184	-19.8489	2.6328	-1.4619	8.5986	2.3930
1.2058	-0.0937	-1.0953	1.1291	1.5528	-0.1434	-1.8404	1.6287	0.3886	-4.5247	-3.4883	-0.2452	-0.5711	-2.7822	1.1127	6.1503	0.3336	-5.1000	-0.8161	-0.7506	0.7955	0.0554	4.1715	-0.1622	0.9343	5.7580	-0.2975	-1.0278	-1.4320	-0.4925	-0.7258	-0.6600	2.2416	-2.8496	-2.1010	-2.1705	-3.6343	1.7490	-0.6841	7.6658	-0.6512	1.2017	3.6689	-1.2385	-4.1216	11.7041	-5.9655	-3.0389	13.5853	1.9856
-0.5385	-0.3432	-1.1872	-0.1220	2.0573	1.6132	-0.4605	0.7080	-0.4427	-3.1121	0.6144	-1.6466	-0.3746	-0.7925	-0.3864	5.1661	1.6222	-1.5816	0.1343	-1.1566	0.2441	0.0142	-1.1667	-2.2098	-1.3743	3.6938	2.2876	1.9909	-1.7215	4.7639	-0.0016	-1.9162	4.1310	-3.8386	1.4736	3.2803	4.2277	-1.1041	1.2162	5.9968	0.6719	-3.6665	-5.7528	-0.6936	-1.4853	-1.0275	-0.2473	-1.1338	10.1697	0.5557
0.8403	-0.8060	-1.6473	0.8552	-1.1581	0.5830	-1.4170	-1.2636	2.5448	0.7239	0.2219	-1.2801	-1.3388	-1.4789	-1.5420	1.3150	0.1436	-3.2278	-0.2503	-3.2372	0.3036	-0.9009	3.1596	0.5631	1.7870	-0.2966	-3.4586	0.1494	-9.9378	-4.1578	-1.3163	1.0955	2.1327	-1.9511	-0.4602	1.5273	-11.1848	-1.0027	0.3837	-4.0462	0.6975	-2.0348	-1.7889	4.1724	7.3351	-6.8834	-1.5821	0.7209	-9.7117	1.9509
-0.8671	-0.7693	1.5716	2.5838	2.4411	0.1988	0.1608	-0.2684	-1.3461	-5.5735	-4.4998	2.5297	-2.0493	-0.8696	1.4768	6.1189	1.6431	0.5454	-0.7549	0.0087	-0.0034	1.0520	-3.4278	0.8904	0.1318	6.5895	-1.5351	-0.4912	6.8692	2.8195	-4.9641	1.3373	-1.9723	-1.2561	7.6519	7.2474	22.3707	1.5785	0.4073	9.8596	-0.9431	-7.9764	8.0175	-7.9673	-17.1946	34.6289	0.3963	0.3908	19.6467	1.9263
-1.3806	-1.0720	0.7356	-1.4028	-1.3964	2.5285	-3.1273	2.4462	1.4202	-1.9772	-0.6126	2.2684	1.9498	-0.3615	0.8836	1.1422	0.6501	-2.7154	-2.0081	6.2589	-0.7578	-0.4206	2.0237	-0.1525	0.3482	0.0509	1.9656	0.1001	12.1588	0.5138	-0.7880	3.3323	3.2710	-1.0994	-3.2803	-4.1980	12.2079	-1.1156	2.7039	7.2872	2.6509	7.5816	-4.3568	-5.8839	-6.1764	14.9101	-0.4426	2.2947	20.9608	1.4923
-0.1940	0.5641	1.2635	0.3332	0.0538	0.3954	-0.2356	-0.1015	-0.4597	0.2021	2.5162	1.5932	0.3106	2.2202	0.1254	-2.2486	-0.2582	-0.9573	-2.0164	-2.0133	2.7614	-1.1914	-2.4716	-2.3985	0.4535	-0.5416	1.3737	-2.6177	-5.4561	3.1232	2.7218	0.7659	-1.4161	-3.0402	0.6878	-0.0147	-10.9320	2.7147	0.7573	-1.0714	1.0488	-1.2859	-10.3086	4.6264	6.6076	-10.8580	2.6117	-3.2964	1.0370	2.8604
-1.0609	-0.9060	-1.2247	-1.3728	-3.1667	-0.4178	-1.9288	-0.6385	0.1561	0.6424	-3.4584	0.7483	0.0085	2.0003	-2.1685	-3.4849	0.4552	-3.0508	-2.6122	1.4639	3.5487	-0.2577	0.2096	1.4814	0.2426	1.8642	-1.3393	-1.1679	-0.2190	4.7979	-5.4901	1.0772	-3.4646	0.0155	-0.6971	-2.0643	-2.2507	-0.5089	-1.9617	0.1260	0.3084	0.8657	9.1836	-5.8482	-11.0818	14.3261	0.4596	0.2508	8.1560	-2.0478
-0.6018	0.9746	0.2482	-0.5818	-0.8642	-0.0110	1.8240	1.6137	-3.9228	-0.9815	-1.6625	2.5232	3.6937	1.3619	-1.3423	0.1091	-1.2877	3.7940	3.3024	-1.2733	-1.1778	-0.0900	-3.4219	0.1633	0.0509	2.5025	0.4718	2.6584	-2.0393	1.2610	-1.1868	1.2796	4.4806	0.2386	-0.6832	-2.7472	-5.7157	-3.3292	-3.4068	-3.3115	0.1037	2.2454	3.4041	-4.8837	-9.0449	18.4366	1.3902	0.5916	3.9960	0.7254
0.7067	-0.1888	0.1970	-0.0235	-1.7633	-2.0150	-2.5985	-1.9367	-0.7100	0.1366	1.6727	0.4937	-1.5463	-1.0104	-1.0039	-0.5568	1.8046	-5.0039	-0.2109	-1.4609	-1.4259	0.6645	4.0564	-0.9358	0.0444	1.9725	-0.6086	0.7610	-5.8200	-1.5399	2.0834	0.2136	-2.9036	-1.4727	-1.1726	-0.7510	-6.7786	-3.3289	-0.5935	-1.6490	1.8135	1.5018	-9.9866	9.1106	10.5215	-14.9101	-2.4142	-2.9381	-6.9667	3.2662
-0.1854	-0.0731	-0.7680	-0.8423	-1.6672	0.3679	1.1642	1.9643	-0.1437	0.8976	3.8297	0.9354	3.7308	1.5342	-0.7353	-1.1667	-2.4303	0.3789	4.6811	3.9183	2.4538	0.1769	5.9609	-1.1708	-0.8864	1.6210	-1.7140	2.5012	-5.5075	3.4866	5.9436	0.1203	6.9270	2.1824	-4.8396	-4.6063	-19.5046	-3.0181	-2.5035	-8.2236	0.7296	3.4829	-11.2400	9.8261	16.6723	-20.2348	1.3507	1.1957	-23.2926	-2.2801
-0.0134	0.1388	0.8463	-3.4658	-4.7508	-0.3750	-0.1930	-2.2728	1.2122	1.1572	-1.2726	1.5080	-0.5717	-1.6807	2.3702	-0.6054	0.0680	0.5201	1.7091	-4.1483	-0.0373	0.8153	3.5395	2.1686	-0.5377	-4.1179	-2.6601	2.4937	-3.8842	-2.3979	2.0329	-1.8402	1.3646	-1.9392	-0.9258	-0.9050	-7.9110	-4.8087	-0.3997	0.0184	0.5772	-1.1147	-3.2503	5.6273	6.9070	-18.1401	-1.2275	2.6081	-10.3995	3.9173
-0.3685	1.5280	-1.7335	1.4365	-2.1765	0.4310	1.3743	-2.3112	-0.8748	0.1601	-0.3116	-0.1561	-0.7675	-0.7729	-1.8704	-1.6623	0.1093	0.0736	0.4105	-6.3288	-2.6087	0.4959	-2.7318	0.5336	-1.2937	3.2668	-1.1660	3.1283	-7.5230	-0.4739	2.4351	1.6526	1.5478	3.3880	0.9981	-0.3471	-11.2280	-5.0521	-0.4739	3.5701	-0.7410	0.0792	7.8122	4.8204	5.8775	-2.4604	-2.3151	0.8124	5.9306	-1.4670
1.6640	-0.3274	1.1438	1.3182	2.6355	-2.7803	-2.7309	-1.4172	-0.8913	0.9873	1.1037	-3.3332	-1.5508	0.6465	-2.8665	-0.2764	-0.4667	-5.9222	-1.1696	-1.2616	-0.0123	-0.8328	-1.8398	1.0859	-0.1840	1.1010	-1.8888	-0.7315	-5.0531	-1.2030	0.6554	1.1032	-1.4387	-1.8487	-2.3128	-2.2201	-13.3687	1.4986	0.3271	-2.9655	-0.1708	0.6686	-5.6513	5.8526	7.8806	-7.3788	2.5454	1.0986	-5.9688	2.1963
0.9943	-0.0312	1.5458	-1.7938	-2.6519	1.8683	-2.0492	1.4918	-2.5366	0.1995	-0.6277	2.1778	1.1902	1.0635	-1.4215	1.7632	0.0467	-5.5458	-3.0571	2.2414	-0.6276	1.5887	-6.5406	-0.5750	-0.7047	-0.9186	-1.5689	-3.7821	3.1164	2.3610	0.9275	-1.7443	-4.7931	-2.7289	-1.5324	-2.1140	0.4889	1.2508	-0.8563	-0.7895	1.5499	3.4045	-4.9647	0.6780	-3.1329	-0.9054	2.1335	4.7382	2.6402	3.1590
1.6034	-1.1299	-2.2868	-1.0043	-2.2587	-0.9456	-0.0934	-1.4589	0.3914	0.6314	1.0020	-4.1219	-3.3162	0.2111	-0.8048	-0.8050	1.6042	-1.2850	-1.8908	-1.9422	1.5185	-2.1656	4.2618	1.6925	-3.1075	-1.3545	-4.2269	5.7004	-1.4794	0.1008	-4.0812	-0.9416	10.2019	1.0283	0.1219	0.9096	0.9466	-8.1331	-0.7008	3.3235	1.0138	1.2343	3.9176	-7.9576	-6.7343	6.5280	1.7532	-0.3170	17.2689	-1.6946
3.6391	-0.7377	-0.9261	-1.8665	-2.2928	-1.7163	0.3508	-0.3324	-0.2269	2.6115	-0.3853	-4.4817	-1.8208	-1.6701	2.5941	1.9761	-0.6713	1.3488	-0.5772	0.2558	-0.5188	-2.4087	-1.5775	3.9688	-1.0275	-6.8918	1.5881	1.4781	4.2230	-4.9018	-2.0451	-0.2649	4.3538	2.6197	-0.3314	-0.3315	2.1372	-1.7581	-1.7973	-5.5860	-0.7744	-0.2320	10.5762	-3.3671	-8.9039	6.6546	-1.7302	1.8372	-5.6313	-2.4936
0.8160	-0.7373	0.6173	-0.4845	-1.9412	3.2933	-3.2424	3.3868	-1.4823	0.3619	0.4085	-1.3917	3.8119	0.2043	0.1601	4.2408	-2.1172	-4.5104	0.1901	3.3897	-1.0837	2.2690	-1.6254	2.0906	-1.2802	-1.7369	1.4284	1.3098	2.3540	-0.7105	-2.9231	1.1891	3.8787	-3.0302	-5.1649	-3.3037	-1.5660	-1.2921	2.2037	4.1343	0.3141	3.6689	-0.9134	-2.9259	-4.7276	9.5930	0.7590	-0.0868	6.5744	1.4608
0.8805	0.6392	-0.9170	-0.4970	-3.4566	-1.3796	-1.7233	0.6424	-2.6589	0.1598	-1.2349	1.3298	2.9996	-0.2206	-0.8060	-1.1239	-0.9394	-1.3065	-0.7288	0.5708	2.9937	1.9836	-4.2732	-0.9580	1.0578	-0.3940	0.0438	-1.6932	-4.3671	4.9411	-1.6022	-1.7317	-4.7479	-1.8895	-1.3065	-1.1260	-8.1674	-0.1044	-0.4743	-0.7150	2.5288	1.4156	-0.5413	0.4826	-2.7185	-1.5406	-1.6849	-0.2706	8.0810	1.1682
-0.1100	-0.7193	-0.8984	2.8858	-0.6527	1.0012	1.4743	-0.6874	-0.4403	0.7976	0.1165	0.9517	-0.2362	1.9110	-0.3021	-2.3040	-3.5462	1.1358	0.2511	2.6841	0.7520	-0.6844	-1.6499	1.2583	-1.1635	-0.0030	1.2866	-0.2483	4.0951	-0.4175	-0.9223	0.0174	0.1747	-2.2720	-2.8724	-3.7480	-2.3316	0.0781	2.0156	3.3655	-0.8472	3.6280	0.7183	-3.6123	-3.9758	5.6012	1.8176	2.4819	7.9364	1.0893
-1.4522	-0.7413	-0.4371	-1.0130	-1.9317	1.3961	-1.1067	1.0114	3.9072	4.2096	1.3544	-0.6096	1.8688	-0.3677	-1.7830	-5.1648	2.0285	-2.1650	0.0295	3.5463	0.6136	0.4481	4.5421	-0.8511	0.3477	-3.4498	0.3023	-2.0135	1.5469	-1.9151	0.7885	-0.1897	-2.4582	0.8313	1.4067	-1.1872	-0.2230	2.3897	-0.1240	-7.8249	1.2812	0.5560	-4.4797	0.1168	11.9043	-16.6097	-0.2996	-1.5491	-11.5736	-4.4006
-0.8721	-0.5062	-0.6166	1.0235	3.5875	0.0143	-0.7710	-0.4900	-3.3502	4.4045	2.4897	3.0474	-2.7943	-0.2428	-0.1891	-7.6452	0.3163	-3.6616	-3.0137	1.4325	-0.5223	0.3572	-8.3263	1.2486	1.5069	-5.5861	0.1600	0.6994	-0.3676	5.6869	1.8983	-1.9246	1.8897	-0.8930	-0.0848	-1.5611	-5.3365	2.1020	-0.2938	-12.9665	2.3948	2.9275	-9.8344	4.6412	5.3774	-16.2587	-2.1784	0.6290	-6.7154	-0.1506
-0.6795	-0.4273	1.4959	-0.9891	0.5158	-0.4330	-0.3095	0.2152	-2.2356	-1.2136	-1.0202	2.9328	-1.4090	-2.7528	0.0969	2.9888	0.8643	-0.9684	-0.3661	4.4110	-0.2244	-1.2289	-5.5537	-0.9429	3.4321	0.9812	-1.9117	-0.1830	4.7660	1.4293	-2.4621	-2.8110	2.1695	-1.2108	0.7281	2.4507	13.4369	-0.7572	-0.8315	1.0158	0.2362	1.5226	0.1896	-6.8517	-15.7839	19.6342	-2.9763	-2.0965	11.2837	0.5140
0.5691	0.5910	0.3768	-1.2136	-1.1675	-0.1911	1.0119	-3.9766	-2.1843	1.7545	1.2440	0.0029	-2.8397	-0.2920	0.5317	0.4481	2.5494	2.3621	2.7027	-0.9418	0.5587	-3.6448	-0.9748	0.7939	-1.1747	-3.5691	-5.0684	1.9107	-3.7622	5.4831	0.3040	0.4387	4.4735	-1.5256	6.1533	5.6660	7.4050	-2.0791	0.2514	-2.3774	1.7594	-7.5102	-7.4908	3.6316	2.8190	-7.3128	0.6980	0.5888	-3.4952	4.5919
0.0990	0.1177	-1.4572	-1.2430	-0.5436	0.0183	2.6627	-0.3423	0.0839	-2.5709	-0.0994	-1.3354	-1.5636	-2.2453	-1.6933	5.3363	-0.5284	3.2926	2.1462	-0.5940	-2.8171	-0.2043	-2.1394	0.9056	1.5775	4.9805	-0.6526	-1.1466	3.6255	-3.9538	3.3588	0.0699	-3.7182	2.5009	3.6685	-0.6222	5.7934	2.6409	-0.6082	5.2025	-3.2111	-2.8712	5.2509	3.0566	2.3863	1.4985	-3.1874	-1.0379	-3.8703	-1.5934
0.5604	-1.0388	0.1947	-0.8687	1.2610	-1.0968	2.0778	-0.1024	0.3301	2.0011	2.4256	0.1089	-2.4717	-2.5123	2.7459	-2.6420	-1.4139	4.1831	-0.1981	2.1058	1.1540	-0.2618	-3.5059	-0.5104	-0.8509	-5.5750	0.7764	2.8022	2.8497	0.8773	1.5991	0.1483	5.2234	3.2589	-0.5548	0.0065	-0.3883	-1.6970	0.7123	-2.1199	1.0554	4.1688	-2.4026	1.1500	1.5478	-7.5375	-3.2595	-0.7711	1.0421	-2.3354
1.0389	0.1203	0.2045	-1.3434	-3.4163	0.3082	-0.9637	1.6763	0.1458	0.9653	-0.2528	1.1891	1.8511	-0.2017	0.7277	0.1618	0.8148	-0.5611	-0.7075	2.7704	-0.0829	-0.1923	3.5438	-0.0932	-0.1564	-1.9522	2.6578	-1.1526	4.4487	-1.5950	2.0957	0.4227	1.1647	1.6622	0.8760	0.8842	7.1675	-1.6767	-0.3756	0.5423	-0.4822	0.9049	0.9929	1.8665	2.2158	-4.9617	-0.2692	-0.3519	3.7947	-1.7983
-0.7959	1.0418	-3.2583	1.2933	3.9324	-1.9849	0.4222	-2.1746	-2.0245	-0.9483	1.4804	-1.4232	-1.5500	1.3517	0.2036	-1.0676	-0.6742	-0.8611	-1.5624	0.2198	-0.9552	1.3738	-5.4806	-0.0944	0.6763	1.2543	-0.7309	-1.9468	-1.2195	3.7209	0.6598	-1.1217	-6.3120	0.5655	-4.3909	-5.1954	-8.6508	3.9895	-0.6401	-3.2098	1.9955	2.9004	-3.3138	0.3877	-0.8668	-0.0735	1.0593	-4.4140	-9.1196	0.3235
1.7808	0.7666	-0.1895	0.6018	-0.7891	-3.0233	-0.6106	-3.7057	-1.0019	-2.0560	-0.7205	-0.1461	-2.5541	0.4563	-0.2947	2.0406	1.1099	-0.5837	0.8434	-6.1038	-0.7788	-1.3032	1.1576	1.0943	2.5381	2.3253	1.1678	-1.6874	-10.4079	-3.7709	-0.7889	-1.2857	-5.0840	-0.7156	-0.4221	0.5732	-11.0669	2.6796	2.4571	2.5362	-0.2937	-0.1754	0.2840	5.4203	4.8438	-8.8611	-1.1743	-1.3086	1.2851	0.4818
-0.1088	-0.7492	2.1140	-0.4124	1.3224	-0.2387	2.4631	0.2375	-0.5488	0.9412	-0.7418	4.1919	-1.6243	-2.4938	0.6007	-2.3622	3.5337	2.8835	1.2641	0.4367	-0.3685	-0.3389	0.4725	-2.2352	0.1205	-1.8670	-2.1228	0.2936	6.3984	1.5581	-2.1505	-0.2098	1.0647	1.1126	9.5698	10.6732	27.9735	0.4408	-0.6024	-2.4559	1.0826	-11.0651	2.9538	-6.4699	-11.1115	16.1054	-4.3468	-0.9056	3.8842	-2.4373
-0.7622	1.3151	-0.9706	1.6985	0.2051	1.6422	-0.2817	0.7025	-2.1740	-1.1018	-2.2488	-0.7189	3.2120	0.7809	0.9934	0.1809	0.4352	-0.3225	1.7844	-0.5004	-0.8968	-1.2407	0.0833	1.6282	-4.4755	-1.0687	2.1370	3.2498	0.1096	5.2132	-1.6570	-0.9103	8.7913	1.3814	-1.8000	-1.1387	-1.2138	-4.4945	0.1301	7.2709	-0.4501	2.3743	5.1274	-2.7731	-6.3377	6.7089	1.2878	-0.5013	16.0910	-3.5882
